Index,Variant,"Region, subregion, country or area *",Country code,Type,Parent code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
28,Estimates,Comoros,174,Country/Area,910,85.68457818,87.66577109,89.48844707,91.21332617,92.88178399,94.52229984,96.1558302,97.79150994,99.43363783,101.0682429,102.6985492,104.325094,105.9656099,107.6684578,109.4905965,111.4610425,113.6362171,116.0128963,118.5244492,121.0768404,123.619022,126.0854379,128.5486298,131.2235357,134.3938743,138.2509404,142.911338,148.2552391,154.0182697,159.8339602,165.4116067,170.6700699,175.6818915,180.5953788,185.6286943,190.9387426,196.5421816,202.3895755,208.4707147,214.7436862,221.1703385,227.7662547,234.5265986,241.4132187,248.4040838,255.4508329,262.5604514,269.7232671,276.9382053,284.1767867,291.4336378,298.707684,306.0075228,313.3868888,320.9188608,328.6539495,336.6077378,344.7737775,353.1579796,361.7684041,370.605051,379.676518,388.9656099,398.4476088,408.0548092,417.751209,427.5104782,437.3401397,447.2444922,457.222461,467.2729715
29,Estimates,Djibouti,262,Country/Area,910,2.674719586,2.731363244,2.793097498,2.859059534,2.928559103,3.002286454,3.084296808,3.179421915,3.293874029,3.434641933,3.608024159,3.818075928,4.063977567,4.340724763,4.641156169,4.96013805,5.300949094,5.6688956,6.059620362,6.466307161,6.887920621,7.306816221,7.732398619,8.221268335,8.851596204,9.671138913,10.72286454,11.97031924,13.28766178,14.49870578,15.48576359,16.17489215,16.62070751,16.98878343,17.51587575,18.36100086,19.60133736,21.15345125,22.82109577,24.32506471,25.46993097,26.17959448,26.5336497,26.68265746,26.84918033,27.19521139,27.76742882,28.50983607,29.35569456,30.19728214,30.95672994,31.62290768,32.22377049,32.77131148,33.28727351,33.78981881,34.27756687,34.74788611,35.21833477,35.71268335,36.24650561,36.82791199,37.45194133,38.10595341,38.77079379,39.43045729,40.0827006,40.72907679,41.36855047,41.99987058,42.6230371
30,Estimates,Eritrea,232,Country/Area,910,8.142049505,8.267326733,8.40849505,8.56329703,8.730306931,8.908376238,9.097514851,9.297871287,9.510277228,9.736009901,9.97609901,10.23089109,10.49989109,10.78078218,11.07081188,11.36819802,11.6720297,11.98320792,12.30329703,12.63487129,12.97967327,13.33841584,13.71078218,14.09652475,14.49491089,14.90532673,15.32651485,15.75863366,16.20565347,16.67259406,17.16260396,17.66888119,18.18638614,18.71837624,19.27028713,19.8410099,20.44359406,21.06357426,21.63967327,22.09053465,22.36286139,22.43916832,22.35240594,22.16466337,21.96471287,21.8240297,21.74719802,21.73457426,21.84593069,22.15259406,22.69715842,23.51208911,24.56494059,25.75219802,26.92880198,27.98666337,28.89315842,29.66871287,30.32457426,30.89029703,31.39046535,31.82147525,32.17924752,32.48963366,32.78657426,33.09720792,33.43126733,33.7910297,34.18610891,34.62492079,35.11313861
31,Estimates,Ethiopia,231,Country/Area,910,18.12803,18.466973,18.819701,19.184288,19.560012,19.947291,20.34781,20.76445,21.201028,21.661994,22.151284,22.671193,23.221385,23.798418,24.39701,25.013634,25.64104,26.280135,26.944386,27.652715,28.41508,29.24865,30.140799,31.03667,31.861353,32.566855,33.128151,33.57724,33.993301,34.487806,35.141703,35.984531,36.995246,38.142679,39.374346,40.652146,41.965696,43.329238,44.757205,46.272308,47.887864,49.609976,51.423591,53.295556,55.180993,57.047906,58.883531,60.697443,62.507724,64.343008,66.224809,68.159422,70.14209,72.170581,74.239508,76.34631,78.489205,80.674343,82.916236,85.233923,87.639962,90.139928,92.726982,95.385793,98.094264,100.835453,103.603461,106.399926,109.22441,112.078727,114.963583
32,Estimates,Kenya,404,Country/Area,910,10.67708648,10.96761254,11.27306989,11.59323189,11.92800541,12.27757318,12.64227431,13.0227466,13.41976491,13.83424641,14.26728397,14.71991601,15.19310187,15.68772183,16.20461046,16.74484837,17.30936676,17.89979091,18.51900938,19.17046245,19.85696665,20.58025442,21.34109358,22.14006923,22.97737112,23.85335418,24.76764592,25.72106512,26.716416,27.7572671,28.84563201,29.98184981,31.16337984,32.38528306,33.6409372,34.92476016,36.23459957,37.56915873,38.92484275,40.29779668,41.68495274,43.08555716,44.49885793,45.92229856,47.35303792,48.78992339,50.23273008,51.68440103,53.15122465,54.64167516,56.16290719,57.71614893,59.30306427,60.93189901,62.61248023,64.35129669,66.15075201,68.00775556,69.91598552,71.86596971,73.8494641,75.86581509,77.91311277,79.98029659,82.05373546,84.12400991,86.18535158,88.24040834,90.29864357,92.37440173,94.47816003
33,Estimates,Madagascar,450,Country/Area,910,7.018877783,7.164702344,7.31659949,7.474667194,7.638922645,7.809520536,7.986625873,8.170456948,8.361226893,8.559279471,8.764887976,8.9783532,9.19997078,9.429986507,9.66863586,9.916233381,10.17298533,10.43929391,10.71591884,11.00373843,11.30347459,11.61552265,11.93997714,12.27689134,12.62605041,12.98744747,13.36115298,13.74738009,14.14624395,14.55783738,14.98216554,15.4201033,15.87180536,16.3361373,16.81153843,17.29731778,17.79341005,18.30155467,18.82518069,19.36876907,19.93596886,20.52752086,21.14376713,21.78683041,22.45901735,23.16177176,23.89621258,24.66136698,25.4536237,26.26788474,27.10027759,27.94959221,28.81620158,29.6997035,30.60011172,31.51749671,32.45174847,33.40269339,34.37031257,35.35457507,36.3558298,37.37393756,38.40981961,39.46623639,40.546751,41.65398465,42.78890331,43.95106696,45.14014902,46.35534166,47.5958353
34,Estimates,Malawi,454,Country/Area,910,31.33083369,31.94515274,32.58788714,33.25932329,33.95971574,34.68970089,35.45029699,36.24235257,37.06710861,37.92601824,38.82032244,39.75135766,40.71963301,41.72585914,42.7700891,43.85303352,44.97698345,46.14399661,47.3528532,48.60200467,49.89163131,51.22074671,52.59393297,54.02384387,55.52687739,57.11495545,58.82109673,60.64864234,62.54628765,64.44086763,66.29649979,68.01421298,69.64345566,71.46716165,73.87158464,77.09239499,81.31512516,86.35065762,91.60676708,96.26185829,99.75073186,101.828182,102.7362537,102.9946436,103.3696966,104.4168222,106.3086869,108.8768137,111.925594,115.1286063,118.2514955,121.2558443,124.2433496,127.2823823,130.4819368,133.9197073,137.6081141,141.5126008,145.6077535,149.8532138,154.2173207,158.6987484,163.3009122,168.0026199,172.778426,177.6124841,182.4910161,187.4224968,192.4397009,197.589616,202.9057594
35,Estimates,Mauritius,480,Country/Area,910,242.9842365,249.4719212,256.744335,264.5566502,272.720197,281.1083744,289.6315271,298.2694581,307.0315271,315.9719212,325.135468,334.5073892,343.9950739,353.4024631,362.4926108,371.0753695,379.0935961,386.5881773,393.6665025,400.4635468,407.1187192,413.5931034,419.8985222,426.1921182,432.6876847,439.5167488,446.7576355,454.3492611,461.9793103,469.2517241,475.8812808,481.8083744,487.1374384,491.9310345,496.3064039,500.3763547,504.0778325,507.4758621,510.962069,515.0665025,520.1325123,526.3216749,533.4719212,541.1842365,548.8403941,555.9980296,562.537931,568.5423645,574.035468,579.0990148,583.8162562,588.1334975,592.0221675,595.5625616,598.8512315,601.9753695,604.9699507,607.8275862,610.4738916,612.8059113,614.7551724,616.2926108,617.482266,618.4522167,619.3847291,620.4221675,621.6108374,622.9049261,624.2285714,625.453202,626.4862069
36,Estimates,Mayotte,175,Country/Area,910,40.368,41.952,43.85066667,45.984,48.26933333,50.65066667,53.05866667,55.57066667,58.22133333,61.03733333,64.04266667,67.30666667,70.76533333,74.36533333,77.92,81.38666667,84.75466667,88.024,91.336,94.808,98.57066667,102.7146667,107.1973333,111.896,116.6213333,121.28,125.8346667,130.368,135.192,140.6586667,147.0293333,154.4346667,162.784,171.984,181.88,192.288,203.1653333,214.52,226.5093333,239.224,252.744,267.104,282.2026667,297.688,313.2533333,328.496,343.3413333,357.8826667,372.2,386.48,400.8826667,415.3493333,429.8773333,444.5733333,459.5866667,474.9413333,490.736,506.928,523.384,539.984,556.576,573.1653333,589.7253333,606.336,623.088,640.0293333,657.2266667,674.5653333,692.0693333,709.7413333,727.5013333
37,Estimates,Mozambique,508,Country/Area,910,7.577738498,7.705493527,7.839789923,7.979897759,8.125429182,8.276405809,8.433159541,8.596490246,8.767378367,8.947072662,9.136638775,9.336601897,9.546668277,9.765590427,9.991488848,10.223069,10.46048857,10.7043643,10.95455759,11.21093619,11.47377477,11.74070424,12.01230321,12.29514357,12.5981879,12.92659528,13.28105242,13.65565503,14.04054783,14.42229584,14.78953432,15.14927262,15.50117882,15.81903533,16.06871996,16.23182812,16.28801089,16.25976373,16.22371245,16.28468425,16.51528777,16.94858593,17.5563964,18.27481625,19.00868537,19.6893067,20.29609731,20.85146494,21.38145172,21.92855363,22.52336657,23.17185585,23.8614245,24.58238638,25.31924642,26.06109896,26.80651593,27.56087261,28.32802971,29.11406445,29.92391338,30.75803047,31.61661411,32.50432615,33.42683181,34.3879562,35.38992599,36.43150512,37.50859508,38.61497368,39.74596887
38,Estimates,Réunion,638,Country/Area,910,99.2456,103.7176,107.3924,110.6096,113.6332,116.6652,119.83,123.1928,126.7528,130.466,134.2776,138.1628,142.17,146.434,151.1188,156.3092,162.1144,168.3984,174.6752,180.2968,184.8116,188.0464,190.1904,191.564,192.6756,193.914,195.3392,196.9156,198.7624,200.9996,203.7056,206.966,210.78,214.9604,219.2564,223.4816,227.5652,231.5752,235.594,239.7788,244.2336,248.9652,253.9172,259.036,264.226,269.4172,274.5848,279.7228,284.8,289.7936,294.6856,299.4612,304.1,308.5508,312.7444,316.6392,320.2132,323.4912,326.53,329.4116,332.2028,334.9344,337.5936,340.2024,342.784,345.3436,347.8968,350.4524,353.0124,355.5728,358.1232
39,Estimates,Rwanda,646,Country/Area,910,88.61706526,91.24949331,93.80547223,96.46080259,99.32557762,102.4439805,105.7909607,109.275152,112.7528172,116.0437373,118.9937171,121.5376571,123.7509931,125.8782732,128.2633968,131.152655,134.6442643,138.6662748,143.0822456,147.6788407,152.3044589,156.9285772,161.6223348,166.4536279,171.5273206,176.9237535,182.6554114,188.706364,195.0900689,201.8164572,208.8899068,216.0214836,223.139319,230.6845967,239.272274,249.1643291,261.19773,274.8269558,287.3203891,294.9729631,295.4553304,287.1474666,271.675679,253.9018241,240.6263883,236.5824889,243.7418727,260.2309688,282.2375355,304.0631536,321.5925415,333.6501824,341.5914471,346.8650182,351.8652615,358.3388731,366.5724362,375.9124037,386.077503,396.5451966,406.9451966,417.2408999,427.6314552,438.2463721,449.2755979,460.8458046,472.9967167,485.6489664,498.6610863,511.8337252,525.0186056
40,Estimates,Seychelles,690,Country/Area,910,78.9673913,80.22608696,81.4673913,82.61521739,83.70652174,84.70217391,85.63913043,86.60217391,87.65217391,88.92173913,90.45869565,92.30434783,94.48043478,96.83913043,99.3,101.7108696,104.0565217,106.3391304,108.6913043,111.1565217,113.85,116.7695652,119.8413043,123.0630435,126.2956522,129.5304348,132.7043478,135.8326087,138.8043478,141.5521739,143.9934783,146.1782609,148.0869565,149.6456522,150.873913,151.6782609,152.0456522,152.0565217,152.0108696,152.3673913,153.4173913,155.3173913,157.9586957,161.023913,164.0086957,166.6369565,168.6891304,170.3413043,171.8782609,173.7043478,176.0826087,179.1586957,182.776087,186.5369565,189.973913,192.7217391,194.626087,195.8304348,196.6304348,197.3652174,198.4195652,199.7434783,201.3217391,203.0369565,204.8130435,206.4804348,208.0673913,209.6043478,211.073913,212.4804348,213.7826087
41,Estimates,Somalia,706,Country/Area,910,3.609009469,3.678514043,3.749072273,3.821194249,3.895251379,3.971599133,4.050465457,4.131976281,4.216259126,4.303280518,4.393099436,4.485805146,4.581590525,4.680839736,4.78394491,4.89123123,5.011084898,5.145272101,5.280605413,5.398565371,5.490753021,5.53504798,5.546899608,5.599238053,5.791095738,6.185298243,6.820821245,7.654754997,8.567950394,9.393252463,10.01233462,10.3789253,10.53342685,10.55025026,10.54406383,10.59812542,10.7385963,10.93867281,11.16655402,11.37064909,11.51702267,11.59502981,11.62906877,11.66172092,11.75214716,11.94192463,12.24644212,12.65043198,13.12695508,13.63470367,14.14264992,14.64392355,15.1454315,15.64608028,16.1479437,16.65262218,17.15800682,17.66206842,18.16748175,18.67837377,19.19833902,19.72822552,20.26889247,20.82397265,21.39760098,21.99318392,22.61235534,23.25559505,23.92359008,24.61648548,25.33429879
42,Estimates,South Sudan,728,Country/Area,910,4.063015809,4.094546948,4.133230864,4.178615801,4.230305657,4.287930517,4.351081182,4.419458121,4.492742159,4.570645221,4.652934882,4.739506388,4.83023698,4.925203586,5.024514236,5.128319513,5.236663611,5.349674201,5.467578794,5.590577081,5.718965321,5.852993942,5.993014854,6.139242477,6.291977981,6.45159619,6.615568263,6.783764893,6.961410717,7.155576672,7.369819503,7.60531279,7.855671412,8.107277268,8.341868684,8.545272686,8.721095124,8.871092277,8.978269344,9.021307123,8.990270294,8.871699526,8.683910509,8.48792608,8.36624541,8.377233187,8.547199188,8.857744247,9.267401904,9.712527183,10.1471148,10.55368547,10.94722565,11.35223318,11.806752,12.33474309,12.94277162,13.61015182,14.30053057,14.96396447,15.56321652,16.09079187,16.55392676,16.94901861,17.27613454,17.53928959,17.73056989,17.85865532,17.96529224,18.10636725,18.32179348
43,Estimates,Uganda,800,Country/Area,910,25.81547971,26.56385566,27.2902107,28.00822281,28.73116461,29.47195336,30.24336119,31.05760472,31.92643511,32.86041239,33.86763425,34.95232471,36.11330264,37.34365647,38.63224063,39.96827987,41.35645864,42.79287323,44.24781542,45.68267354,47.07274911,48.405265,49.69543066,50.98069166,52.3148441,53.73806616,55.26737901,56.89714229,58.61838747,60.41309244,62.27082228,64.18639708,66.17281918,68.25849057,70.48130724,72.86600771,75.42324708,78.1380011,80.9775737,83.89490516,86.85448676,89.85303038,92.89659176,95.97110255,99.06181372,102.1628397,105.2640859,108.3799209,111.5599169,114.8711576,118.3632401,122.0608278,125.9559632,130.0262599,134.2340223,138.5545768,142.9932186,147.5718683,152.3033582,157.2048246,162.2950003,167.5430259,172.9578099,178.6423052,184.7331465,191.3089785,198.4343777,206.0286672,213.8483159,221.5584155,228.9224764
44,Estimates,United Republic of Tanzania,834,Country/Area,910,8.63599571,8.856277941,9.08894107,9.333277263,9.588789795,9.855121924,10.13207722,10.41965794,10.71798826,11.02735945,11.34810454,11.68062204,12.02523594,12.38224881,12.75194739,13.13483518,13.53064123,13.94015353,14.36613118,14.81213254,15.28052269,15.77297133,16.28848499,16.8235166,17.37292052,17.93319937,18.50322985,19.08469406,19.68023933,20.29376722,20.92827162,21.58577896,22.26610634,22.96743057,23.68680853,24.42289343,25.17078573,25.93272522,26.72251863,27.55897945,28.45320388,29.41590088,30.4371235,31.48250621,32.5046839,33.47158275,34.36952247,35.21432942,36.039965,36.89573267,37.81799165,38.81897607,39.89025739,41.02255362,42.19887785,43.40745428,44.64739896,45.9261865,47.24988033,48.62703771,50.06382028,51.56188756,53.11925152,54.73372319,56.40162904,58.11993452,59.8884974,61.70732107,63.57354256,65.48369948,67.43532739
45,Estimates,Zambia,894,Country/Area,910,3.107972935,3.18622392,3.270613003,3.360896703,3.456795222,3.55799244,3.66411574,3.774822099,3.889721411,4.008453167,4.130779268,4.256621693,4.386183564,4.519967985,4.658673106,4.802951345,4.952922423,5.108862105,5.271623239,5.442284669,5.621627948,5.810175009,6.007842451,6.214166185,6.428275871,6.649644198,6.87771291,7.112745665,7.355841483,7.608583651,7.871800804,8.145604595,8.428777627,8.719389553,9.01484685,9.312942063,9.614018214,9.917856038,10.2211087,10.51964514,10.81108032,11.09331845,11.3686571,11.64460646,11.9314828,12.2366564,12.56371487,12.91059874,13.27227162,13.64097445,14.01140989,14.38302506,14.75901478,15.14244206,15.53779443,15.9488882,16.37568167,16.81884072,17.28370169,17.77686275,18.30262177,18.86385208,19.45835699,20.07903119,20.7156311,21.36075277,22.01193048,22.67128694,23.34133362,24.02646525,24.72989413
46,Estimates,Zimbabwe,716,Country/Area,910,7.100560941,7.321308001,7.553418638,7.795429753,8.046465038,8.306291844,8.5751118,8.85374176,9.143510405,9.445966137,9.762644436,10.09445005,10.44127957,10.8019284,11.17449657,11.55791134,11.95124725,12.35575805,12.77472147,13.21268192,13.67277239,14.15788549,14.66696135,15.19380897,15.72981259,16.26954892,16.80901124,17.35252682,17.91304899,18.5085201,19.1511697,19.84123562,20.57189867,21.33836371,22.13327905,22.94814269,23.78221533,24.62763862,25.45981388,26.24751713,26.96758175,27.61020551,28.17761665,28.67461548,29.11141786,29.49649994,29.83382448,30.1234432,30.36597906,30.5615148,30.7134083,30.82307354,30.90162337,30.97381155,31.07124467,31.21803541,31.42172935,31.68132351,32.0009125,32.38196717,32.82338891,33.3315833,33.90241437,34.51047693,35.12139072,35.71059067,36.26816079,36.80134161,37.32405842,37.85827323,38.42038775
47,Estimates,Middle Africa,911,Subregion,947,4.071800512,4.14418454,4.222234724,4.304641194,4.390404844,4.478856271,4.569650075,4.662775789,4.758493078,4.857291413,4.959687047,5.065998904,5.176188966,5.289779461,5.406052192,5.52473487,5.645532891,5.76928836,5.898273771,6.035495365,6.183129439,6.342081357,6.511829941,6.691271114,6.878602455,7.072492543,7.273073442,7.480800145,7.695014946,7.914930535,8.140194126,8.370880061,8.607825675,8.852465976,9.106717132,9.372284902,9.648317792,9.935185675,10.23717003,10.55975554,10.90612269,11.27990848,11.67819256,12.08966771,12.49871476,12.89479761,13.27362987,13.64052536,14.00638174,14.38701611,14.79424534,15.23139351,15.6960747,16.18745217,16.70292759,17.24047149,17.80075206,18.3846922,18.99059047,19.61610834,20.25947017,20.91987788,21.59742135,22.2922265,23.00472693,23.73518537,24.483483,25.24912111,26.03148587,26.82980704,27.6435433
