Index,Variant,"Region, subregion, country or area *",Country code,Type,Parent code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
79,Estimates,Sierra Leone,694,Country/Area,914,28.2793156,28.6016348,28.93433084,29.27881685,29.6354946,30.00576337,30.39096703,30.79240787,31.21142976,31.64986146,32.10914381,32.59032973,33.09447215,33.62238847,34.17388473,34.74959823,35.35023552,35.97669715,36.630798,37.31426988,38.02840122,38.77427265,39.55203658,40.36224716,41.20400388,42.07755611,42.98413688,43.92495151,44.89943198,45.90615129,46.94505403,47.99269881,49.04632862,50.15037406,51.36482405,52.71964533,54.26274591,55.9456082,57.58708784,58.9420061,59.84709061,60.24747853,60.23451094,59.97457745,59.7087836,59.62805486,59.74868385,60.06227487,60.70218897,61.82285952,63.51579385,65.86407592,68.79703519,72.0569964,75.28394292,78.21597395,80.75976725,82.98200333,84.97643392,86.9040593,88.88384594,90.92876143,92.99786644,95.09524799,97.2174148,99.36144361,101.5356886,103.7465641,105.9871017,108.2461485,110.5151704
80,Estimates,Togo,768,Country/Area,914,25.65638904,26.20856775,26.51066372,26.69772017,26.87117117,27.09753631,27.40803457,27.79957713,28.2399522,28.6758963,29.05879757,29.37163081,29.65179261,30.00106637,30.55842986,31.4144328,32.61665747,34.11380769,35.77453576,37.41316418,38.89542195,40.18508917,41.32336827,42.34866703,43.32818533,44.3179077,45.31024085,46.30362199,47.36703438,48.58784703,50.02454495,51.70641662,53.60577312,55.65324508,57.7466446,59.80873322,61.8319544,63.83044677,65.77438867,67.63314948,69.39345468,71.02404854,72.54829932,74.07692591,75.76052583,77.70349329,79.95602133,82.47738555,85.1710057,87.89216768,90.53881228,93.07907704,95.55138812,98.00751976,100.5289575,103.174168,105.9547895,108.8501563,111.8480787,114.9262732,118.0671815,121.2711712,124.5414047,127.8676411,131.2373047,134.6416988,138.0759698,141.5421217,145.0467917,148.6000919,152.2106453
81,Estimates,NORTHERN AFRICA AND WESTERN ASIA,1833,SDG region,1828,7.971622624,8.162840938,8.363808906,8.573962452,8.792878972,9.020268755,9.255977995,9.499972578,9.752343719,10.01325309,10.28285148,10.56117961,10.84806625,11.1431094,11.44576502,11.75567818,12.07301383,12.39801842,12.73062029,13.0707151,13.41844394,13.7740111,14.13814051,14.51221283,14.89799043,15.2969505,15.7088827,16.1340206,16.57475459,17.03405036,17.51357549,18.01430902,18.53438265,19.06902721,19.61170421,20.1574032,20.70363008,21.25059362,21.79917853,22.35140295,22.90830852,23.47090194,24.03723516,24.60198501,25.15808816,25.70107833,26.22952486,26.74672943,27.25893825,27.77494381,28.30186249,28.84099946,29.39271635,29.96192913,30.55417257,31.17306097,31.82040347,32.49447293,33.19062638,33.90204461,34.62300009,35.35210992,36.08852311,36.82756217,37.56385798,38.29338366,39.01317248,39.72301793,40.42512406,41.12336124,41.82030558
82,Estimates,Northern Africa,912,Subregion,1833,6.279425162,6.429694582,6.587946818,6.754445081,6.929288864,7.112406604,7.303531229,7.502215345,7.707871779,7.919819531,8.13742123,8.360266938,8.588296933,8.821870315,9.061586482,9.307799645,9.56114035,9.821268289,10.08646313,10.35437066,10.62360981,10.8936207,11.165862,11.44346816,11.73075083,12.03100329,12.34484992,12.67195644,13.01339643,13.37016289,13.74263499,14.13119421,14.53481734,14.95060132,15.37460725,15.80362822,16.23587478,16.67077481,17.10771875,17.54648907,17.98647801,18.42776126,18.86870922,19.30507821,19.73148599,20.1443955,20.54222052,20.92682837,21.30252837,21.67557297,22.05086612,22.43088586,22.81571445,23.20510913,23.59795477,23.99417723,24.39322152,24.7978173,25.21496675,25.65375381,26.12032717,26.61700606,27.14100094,27.68684078,28.24639023,28.81309953,29.38526702,29.96268005,30.54195036,31.11946482,31.69244613
83,Estimates,Algeria,12,Country/Area,912,3.725112733,3.788517219,3.856907135,3.931739401,4.013933931,4.10384005,4.201191146,4.305162192,4.414452039,4.527458077,4.642767053,4.759686616,4.878713881,5.001721431,5.131406031,5.269626408,5.417310874,5.573664632,5.736806284,5.903971046,6.073287596,6.244280652,6.417993568,6.595947081,6.780344622,6.972929875,7.173662532,7.38237549,7.600437495,7.829486426,8.070427083,8.323451342,8.587377715,8.859856659,9.137680015,9.418117427,9.699793428,9.981898528,10.26286328,10.54111364,10.81514859,11.0845298,11.34814463,11.60307884,11.84586773,12.07427679,12.28782949,12.4879206,12.67676153,12.85757723,13.0334285,13.20526716,13.37472184,13.54646561,13.72616365,13.91827823,14.12455054,14.34538447,14.58202994,14.83532292,15.10553251,15.39271205,15.69604533,16.01355941,16.34254285,16.68025057,17.02595497,17.37770454,17.73006919,18.07630304,18.41134759
84,Estimates,Egypt,818,Country/Area,912,20.54546989,21.0443518,21.57194435,22.12881812,22.71485459,23.32927319,23.97057512,24.63662766,25.32468632,26.0316711,26.75462454,27.49132453,28.24075343,29.00334823,29.78037571,30.57212718,31.38037772,32.20302979,33.03214827,33.85717716,34.67160681,35.47330855,36.26768798,37.06519765,37.88050028,38.72533327,39.60292431,40.51392737,41.46439098,42.46062484,43.50701994,44.60305691,45.74744588,46.94186951,48.18789794,49.48387764,50.83365312,52.22933949,53.64332011,55.03910794,56.39105731,57.68702798,58.9349661,60.15435833,61.37506053,62.61894118,63.89234216,65.1888784,66.50284695,67.82419107,69.1461761,70.47331559,71.81178763,73.15897534,74.5110985,75.86877894,77.22504395,78.58970717,80.00008137,81.50563966,83.13952886,84.91561706,86.81725853,88.80873173,90.83798081,92.86508514,94.8787694,96.88340951,98.87347632,100.8469295,102.8021528
85,Estimates,Libya,434,Country/Area,912,0.639098287,0.649587392,0.661474022,0.675028701,0.690420792,0.707773054,0.727123566,0.748441638,0.771640315,0.79658945,0.823178785,0.851402071,0.881375246,0.913402367,0.947873876,0.98509099,1.025091217,1.067818293,1.113307455,1.161564954,1.212548166,1.266320743,1.322781522,1.381471294,1.441794446,1.503311093,1.565578503,1.628629642,1.693114109,1.759962263,1.829717994,1.902644441,1.97804142,2.054333519,2.129370176,2.201587347,2.270253021,2.335676938,2.398610432,2.460265183,2.521490276,2.582632393,2.643245394,2.702487014,2.759170579,2.812551008,2.862210009,2.908719324,2.953484433,2.998466076,3.045053253,3.093563659,3.143490344,3.194326358,3.245258988,3.295528945,3.345689214,3.395652273,3.44336588,3.486131034,3.522322312,3.550608682,3.572383123,3.592046785,3.615739909,3.647723269,3.689691624,3.740024666,3.795631245,3.851832297,3.905161008
86,Estimates,Morocco,504,Country/Area,912,20.13440735,20.71120323,21.35106207,22.04139592,22.77156173,23.53273135,24.31811114,25.12263052,25.94303832,26.77738517,27.62386735,28.4799171,29.34100381,30.20036971,31.05009187,31.88474793,32.70300471,33.50669281,34.29815595,35.08143849,35.86092763,36.63652924,37.4118082,38.19969751,39.01669057,39.87490701,40.77713646,41.72101053,42.7061909,43.73054448,44.79051311,45.88776384,47.01775263,48.16286803,49.30011427,50.41252745,51.4907775,52.53698409,53.55947121,54.57231459,55.58472104,56.59961237,57.61015012,58.60453507,59.56637464,60.48455075,61.35664799,62.18815371,62.98554112,63.75869146,64.516406,65.26175891,65.99768093,66.73287923,67.47747255,68.24011427,69.02238181,69.8267309,70.66279857,71.54175891,72.47005153,73.45252073,74.48330271,75.54493614,76.61294645,77.66885055,78.70552095,79.72497647,80.72840914,81.72029128,82.70346852
87,Estimates,Sudan,729,Country/Area,912,3.248516581,3.333988458,3.422757128,3.514973863,3.610843755,3.710546403,3.814308431,3.922337196,4.034868388,4.152138826,4.274385899,4.401848126,4.534788956,4.673423114,4.817991954,4.968755525,5.12609342,5.290314979,5.461519349,5.639738258,5.825163201,6.017665571,6.217747903,6.426975593,6.647385413,6.880337098,7.126375677,7.38485754,7.654424085,7.93309803,8.219302079,8.513791454,8.816828469,9.125876085,9.437676599,9.75054394,10.06062722,10.36993092,10.68954199,11.03462827,11.41475326,11.83618646,12.29215016,12.76329701,13.22256374,13.65103698,14.04062573,14.39842215,14.73926606,15.0854288,15.45284479,15.84720111,16.26288886,16.69105333,17.11805125,17.53465455,17.93821856,18.33412555,18.73084271,19.14042638,19.57170917,20.02759582,20.50582917,21.00370446,21.51649607,22.04072588,22.57583019,23.12310413,23.68293807,24.25612632,24.84309719
88,Estimates,Tunisia,788,Country/Area,912,23.2061792,23.79095649,24.28507338,24.70449923,25.06513903,25.38326468,25.67498069,25.9564431,26.24363414,26.5517379,26.89389161,27.27948635,27.71290551,28.19306128,28.71466916,29.27356462,29.87252188,30.51316941,31.18704943,31.88323249,32.59400747,33.31803553,34.05854145,34.81808702,35.60104274,36.41163749,37.24563594,38.104776,39.00719619,39.9765448,41.02754892,42.16807415,43.38645726,44.65326982,45.92729789,47.17810247,48.38989444,49.56702497,50.72304969,51.8808638,53.05425463,54.24723867,55.44448378,56.61646498,57.7234552,58.73712667,59.65071447,60.47321704,61.21177909,61.87942199,62.4893602,63.0401326,63.53798275,64.014431,64.51002832,65.05392636,65.66175978,66.32807029,67.0341465,67.75032827,68.45549047,69.14181256,69.81844104,70.50044413,71.2100605,71.96157956,72.75966787,73.59319001,74.44131694,75.27498069,76.07246395
89,Estimates,Western Sahara,732,Country/Area,912,0.051740602,0.060353383,0.066071429,0.070402256,0.074545113,0.079507519,0.085721805,0.093387218,0.102406015,0.112454887,0.123146617,0.134304511,0.146067669,0.15906015,0.174097744,0.191605263,0.212894737,0.237289474,0.261199248,0.279466165,0.289022556,0.287109023,0.276229323,0.264657895,0.263928571,0.281778195,0.321830827,0.380383459,0.448593985,0.513921053,0.567142857,0.605484962,0.631793233,0.650007519,0.666424812,0.685785714,0.709022556,0.734733083,0.762093985,0.789740602,0.816759398,0.843575188,0.871169173,0.89975188,0.929545113,0.961033835,0.992879699,1.025725564,1.064180451,1.114691729,1.180887218,1.265590226,1.365507519,1.470590226,1.566932331,1.644796992,1.700590226,1.737631579,1.761766917,1.78212406,1.805518797,1.833285714,1.863808271,1.897962406,1.936030075,1.978236842,2.025353383,2.077507519,2.133067669,2.189691729,2.245601504
90,Estimates,Western Asia,922,Subregion,1833,10.70778605,10.96521582,11.2352521,11.51599315,11.80617216,12.1051467,12.41294611,12.73020451,13.05811002,13.39818687,13.75186023,14.11989949,14.50195315,14.89638856,15.30081281,15.71372437,16.13453532,16.56444085,17.0060351,17.46285165,17.93749274,18.43139833,18.94410432,19.47415557,20.01919248,20.57775577,21.14828541,21.7319331,22.33321845,22.95829686,23.61091916,24.29303059,25.00139645,25.72823013,26.46278984,27.19714892,27.92767392,28.6558362,29.38493666,30.12060833,30.86655978,31.62530317,32.39437547,33.16670808,33.93251944,34.68584084,35.42549309,36.15709717,36.89003109,37.63719439,38.4092808,39.20569908,40.02726252,40.88722842,41.80188397,42.78080743,43.82963057,44.93941988,46.08670301,47.23894654,48.37121987,49.47615409,50.55603262,51.60746114,52.62954329,53.62233151,54.58081359,55.50479287,56.40551581,57.2989531,58.19633686
91,Estimates,Armenia,51,Country/Area,922,47.54134176,48.53775904,49.81647348,51.33210397,53.04453811,54.91787847,56.92286617,59.03452757,61.23308746,63.50221286,65.82785388,68.19452055,70.58391289,72.97449947,75.34260625,77.67179487,79.94513523,82.16132771,84.33937478,86.50994029,88.69220232,90.89272919,93.0974359,95.28556375,97.42711626,99.49954338,101.4957148,103.4202669,105.2834211,107.0989463,108.8780822,110.5759045,112.1775904,113.7545486,115.4054443,117.1736916,119.1522304,121.2485774,123.1003512,124.2175272,124.2769231,123.1207938,120.9279944,118.1282403,115.3376888,113.0083948,111.2825079,110.0485072,109.1918159,108.5008781,107.8186512,107.1544081,106.5674745,106.0041447,105.3991921,104.7159115,103.9094134,103.0072006,102.1290832,101.4434141,101.0647699,101.0374429,101.3080084,101.7770636,102.2972603,102.7593607,103.131261,103.4348086,103.6789954,103.889287,104.0826835
92,Estimates,Azerbaijan,31,Country/Area,922,35.42217329,36.14004694,37.02017953,38.02188536,39.11499189,40.27889617,41.5043432,42.79104261,44.14804375,45.58948922,47.1266907,48.75904329,50.46611338,52.20459,53.91723729,55.56148225,57.12124658,58.6013695,60.00915822,61.36042488,62.66824748,63.93232355,65.15117714,66.33463186,67.49583827,68.645854,69.79034092,70.93249292,72.07925428,73.23713373,74.41185366,75.6044424,76.81718648,78.05738102,79.33389388,80.65095937,82.00816618,83.39768685,84.80760483,86.2212611,87.62319437,89.01673159,90.39565438,91.72438239,92.95777783,94.0673377,95.03687483,95.8850686,96.66218636,97.43915894,98.26929033,99.1712236,100.1362844,101.1569721,102.2156113,103.300467,104.4079581,105.5461903,106.7273464,107.9675651,109.2751458,110.6520482,112.0845411,113.545779,114.9993467,116.4163299,117.7870382,119.1090518,120.3699218,121.5577319,122.6641704
93,Estimates,Bahrain,48,Country/Area,922,152.1210526,153.7210526,157.3552632,162.4947368,168.75,175.7631579,183.2381579,190.9302632,198.6592105,206.2894737,213.7223684,220.9197368,227.8157895,234.3973684,240.6421053,246.6210526,252.3486842,257.9736842,264.0157895,271.1013158,279.7460526,289.8828947,301.5144737,315.1671053,331.4578947,350.7105263,373.35,398.9065789,425.6157895,451.0578947,473.5486842,492.2631579,507.8328947,521.6460526,535.8328947,551.8789474,570.3657895,590.7644737,612.1026316,633.0013158,652.5355263,670.7394737,688.2657895,705.5421053,723.1447368,741.7078947,761.3960526,782.7986842,807.4960526,837.5526316,874.4868421,917.8289474,967.2894737,1024.615789,1091.902632,1169.943421,1261.082895,1363.057895,1466.638158,1559.309211,1632.715789,1681.780263,1710.45,1730.301316,1757.990789,1805.069737,1876.043421,1965.890789,2065.052632,2159.426316,2238.925
94,Estimates,Cyprus,196,Country/Area,922,53.46515152,54.15411255,54.83008658,55.56590909,56.40541126,57.35606061,58.39480519,59.46590909,60.48668831,61.36028139,62.00573593,62.38116883,62.52121212,62.5452381,62.62207792,62.87575758,63.34556277,63.99361472,64.77218615,65.59751082,66.40887446,67.19264069,67.96558442,68.73430736,69.51536797,70.31958874,71.16060606,72.02608225,72.86287879,73.59415584,74.17835498,74.58549784,74.86103896,75.11645022,75.51028139,76.15735931,77.09253247,78.28831169,79.70519481,81.28170996,82.96709957,84.75335498,86.6461039,88.60930736,90.595671,92.57478355,94.52662338,96.4491342,98.3452381,100.2217532,102.0874459,103.9257576,105.7324675,107.528355,109.3517316,111.21829,113.1502165,115.1199134,117.0528139,118.8408009,120.4130952,121.7356061,122.8404762,123.7950216,124.7074675,125.6479437,126.6438312,127.6715368,128.7080087,129.7158009,130.6667749
95,Estimates,Georgia,268,Country/Area,922,50.75561951,51.17107497,51.64240898,52.17461505,52.77129083,53.43400489,54.16275723,54.95547561,55.80850482,56.71677939,57.67339185,58.67144913,59.7025903,60.75920276,61.83150094,62.90872068,63.99247374,65.07001007,66.10037415,67.03135703,67.82760109,68.47260037,68.98198302,69.39369693,69.76354871,70.13437905,70.51650597,70.90590013,71.31266369,71.74544539,72.20933947,72.68838682,73.17802562,73.70558354,74.30768456,74.99574039,75.79843143,76.66564973,77.43301194,77.88146496,77.8586847,77.3204202,76.32644985,74.95976399,73.35049647,71.61105195,69.74567564,67.77372284,65.84250971,64.13371708,62.77426968,61.83596201,61.28324939,61.00057562,60.81178587,60.58653044,60.29244496,59.96344798,59.61502374,59.28176716,58.98828608,58.7280472,58.48463088,58.26307382,58.07036984,57.91020291,57.78467405,57.68776802,57.60463376,57.51564254,57.40646136
96,Estimates,Iraq,368,Country/Area,922,13.16813179,13.58793056,13.9643834,14.31232501,14.64458694,14.97205056,15.30354347,15.64606281,16.0046947,16.38309311,16.78429038,17.21161586,17.66949945,18.1638193,18.70095552,19.28484758,19.91886627,20.60093249,21.32226699,22.07032833,22.83564653,23.61358676,24.40518742,25.21386996,26.04545496,26.90315666,27.78751842,28.69326533,29.61106557,30.52842835,31.43614846,32.33586987,33.23002855,34.11229738,34.97512433,35.81646482,36.63143304,37.43109228,38.24903067,39.13000092,40.10663336,41.18957681,42.37138515,43.6431364,44.98836802,46.39284859,47.85198241,49.36355452,50.91713483,52.50060094,54.10201925,55.73811475,57.40449899,59.04518097,60.58629121,61.98719608,63.1979278,64.26423374,65.35673927,66.70923973,68.47940919,70.74347255,73.42515196,76.34246869,79.23178532,81.90336388,84.29414257,86.46341177,88.4914441,90.50881608,92.61029425
97,Estimates,Israel,376,Country/Area,922,58.13160813,62.16890018,66.35050832,70.48789279,74.45323475,78.18267098,81.67694085,84.99865989,88.26446396,91.62476895,95.21608133,99.10573013,103.2439464,107.4468115,111.4501848,115.0795749,118.2401109,121.0305915,123.7048059,126.6204251,130.0252311,134.0118299,138.4692699,143.1970887,147.8989372,152.3535582,156.5179298,160.4490758,164.1542052,167.6666821,171.0219963,174.246488,177.3617837,180.4045287,183.4187616,186.4631238,189.4890481,192.5660813,196.0159889,200.2577634,205.5613678,212.0750924,219.6315157,227.7917283,235.9321165,243.5937153,250.6580869,257.2343346,263.3677911,269.1748614,274.7665896,280.0683457,285.0883087,290.1281885,295.5873845,301.7315157,308.7172366,316.4116451,324.4377079,332.256793,339.4845656,345.9840573,351.8921442,357.4322551,362.9489834,368.6920518,374.7219963,380.9542052,387.3154806,393.6863678,399.9787893
98,Estimates,Jordan,400,Country/Area,922,5.421480063,6.041878802,6.49104528,6.870691597,7.255282721,7.692892543,8.202354134,8.775749043,9.382507321,9.975061951,10.51027258,10.97074792,11.38372381,11.82937599,12.41725614,13.2192273,14.27194188,15.53272133,16.89758955,18.21837125,19.38854472,20.37838477,21.22012841,21.94686866,22.61472178,23.27006082,23.91507096,24.54788241,25.20765938,25.94183375,26.78527822,27.76379815,28.87502816,30.09025681,31.36356161,32.66563415,33.96366299,35.27596305,36.6811444,38.28940077,40.16544267,42.35743411,44.80363821,47.3255125,49.67737103,51.68779004,53.30984456,54.61293084,55.68793647,56.67666141,57.69874972,58.76692949,59.89540437,61.20788466,62.85470827,64.94299392,67.48757603,70.45832395,73.85078847,77.64426673,81.7925321,86.31288579,91.1237103,95.95620635,100.4598108,104.3768078,107.617549,110.2257265,112.2473755,113.783476,114.9261095
99,Estimates,Kuwait,414,Country/Area,922,8.591638608,8.867003367,9.136026936,9.427104377,9.772615039,10.20723906,10.7681257,11.49775533,12.43630752,13.62491582,15.09685746,16.86762065,18.93075196,21.25454545,23.78787879,26.48888889,29.35852974,32.38855219,35.51689113,38.66285073,41.77575758,44.81700337,47.80684624,50.8214927,53.97154882,57.33585859,60.9352413,64.73473625,68.69040404,72.73159371,76.80583614,80.77070707,84.60359147,88.49466891,92.71324355,97.37811448,102.8227834,108.8056117,114.1891134,117.4402918,117.5841751,113.9897306,107.3190236,99.47289562,93.11470258,90.11823793,91.29393939,95.97401796,102.7565095,109.5197531,114.7656004,118.0287879,119.9209315,121.303367,123.4847363,127.3959596,133.2020763,140.5177329,149.0465769,158.3075758,167.894725,177.7808081,187.9265993,197.8890011,207.1234007,215.2406285,222.0461279,227.6151515,232.1725028,236.0873737,239.65
100,Estimates,Lebanon,422,Country/Area,922,130.4610948,132.768915,136.14174,140.2588465,144.8649071,149.7673509,154.842522,160.0322581,165.3354839,170.7886608,176.4354839,182.2691105,188.2008798,194.0370479,199.5338221,204.5331378,208.8579668,212.5837732,216.1064516,219.9857283,224.5782991,230.1120235,236.3477028,242.614174,247.9738025,251.7835777,253.8034213,254.3239492,253.8809384,253.2659824,253.0721408,253.5971652,254.7554252,256.3120235,257.8744868,259.2367546,260.1048876,260.7973607,262.4322581,266.5139785,274.001173,285.601173,300.697263,317.3146628,332.6841642,344.9050831,352.9484848,357.6173021,361.0473118,366.3501466,375.6377322,390.1269795,408.8176931,428.9714565,446.6644184,459.3119257,465.2746823,466.0163245,465.7619746,470.4815249,484.170479,508.5065494,541.311828,578.0074291,612.027957,638.5807429,656.3324536,666.6053763,670.5188661,670.1572825,667.1986315
101,Estimates,Oman,512,Country/Area,922,1.474668821,1.49355412,1.516465267,1.542626817,1.571292407,1.602019386,1.634533118,1.668717286,1.704655897,1.742552504,1.78266559,1.825172859,1.870200323,1.917602585,1.96733441,2.019405493,2.074336026,2.132849758,2.195773829,2.264054927,2.338746365,2.419928918,2.508513732,2.607382876,2.720361874,2.849880452,2.996555735,3.1593021,3.33698546,3.527812601,3.729799677,3.943709208,4.168403877,4.397689822,4.623799677,4.841399031,5.044200323,5.233831987,5.42203231,5.625702746,5.855114701,6.118775444,6.407987076,6.695011309,6.941570275,7.122025848,7.226662359,7.269011309,7.275796446,7.285615509,7.327861066,7.415053312,7.543974152,7.709738288,7.901531502,8.1139063,8.338458805,8.585337641,8.888387722,9.293008078,9.826930533,10.50436834,11.30220032,12.16415186,13.01213247,13.7878546,14.47242973,15.07568982,15.60412278,16.07428756,16.49958643
102,Estimates,Qatar,634,Country/Area,922,2.153832903,2.36838932,2.57295435,2.761584841,2.93290267,3.088975022,3.239965547,3.398018949,3.578122308,3.8,4.081223084,4.429543497,4.846339363,5.316192937,5.819293712,6.34203273,6.877691645,7.433074935,8.028079242,8.689061154,9.433333333,10.28535745,11.24074074,12.2464255,13.23204134,14.15279931,14.96261843,15.70361757,16.53290267,17.67200689,19.26115418,21.35951766,23.87846684,26.64074074,29.39465978,31.9453919,34.2583118,36.36124031,38.20938846,39.76640827,41.02282515,41.97708872,42.67037037,43.19371232,43.67304048,44.2245478,45.00697674,46.10852713,47.50783807,49.1374677,51.03074935,52.97269595,55.2,58.72446167,64.88647717,74.54005168,88.08819983,104.9475452,123.744186,142.5447028,159.8905254,175.3541774,189.1540052,201.2557278,211.8175711,220.9912145,228.6286822,234.6879414,239.5936262,243.933764,248.1533161
103,Estimates,Saudi Arabia,682,Country/Area,922,1.451995404,1.488033623,1.527472798,1.568987621,1.611703083,1.655199122,1.699549703,1.74527397,1.793295778,1.844823672,1.900987584,1.962539715,2.029496346,2.101019217,2.175803953,2.25317697,2.33305872,2.416685196,2.506325098,2.60498444,2.714990534,2.837911978,2.97390461,3.122274374,3.281650843,3.451421368,3.629792203,3.818083072,4.022368341,4.250811978,4.508310966,4.796864199,5.111830543,5.443171806,5.777035759,6.102739465,6.416816843,6.719881936,7.01035126,7.287696831,7.551686987,7.802378482,8.039617805,8.263190041,8.473070536,8.67045481,8.854226889,9.027877508,9.202862273,9.394159623,9.612474357,9.863117938,10.14347278,10.4464574,10.76094041,11.07888812,11.39620736,11.71545153,12.04291549,12.38797361,12.7560104,13.14961273,13.5623769,13.97971708,14.38188902,14.75453484,15.09214957,15.39811926,15.67796147,15.94114919,16.19483135
104,Estimates,State of Palestine,275,Country/Area,922,154.8048173,153.4702658,154.8285714,157.6232558,160.9134551,164.0782392,166.8252492,169.1822259,171.4453488,174.1084718,177.6275748,182.1847176,187.4712625,192.5913621,196.3277409,197.9038206,196.8387043,193.6465116,189.738206,187.1049834,187.1475083,190.4187708,196.4162791,204.2142857,212.3852159,219.9011628,226.5146179,232.5782392,238.3707641,244.3750831,250.9496678,258.1710963,265.9395349,274.2401993,283.0245847,292.2812292,301.9901993,312.2508306,323.3182724,335.519103,349.0772425,363.9534884,380.0126246,397.2423588,415.6101329,434.9951827,455.5704319,477.0774086,498.4425249,518.2504983,535.5496678,549.8186047,561.4885382,571.7388704,582.2790698,594.3448505,608.3755814,623.9965116,640.6465116,657.4225914,673.6930233,689.3112957,704.5800664,719.8539867,735.6534884,752.3521595,770.0405316,788.5769103,807.8036545,827.4787375,847.4112957
105,Estimates,Syrian Arab Republic,760,Country/Area,922,18.58805751,19.05206666,19.5556445,20.09875293,20.6809127,21.30096934,21.95756685,22.64868486,23.37205794,24.1251484,24.90613734,25.7141698,26.5502859,27.41730109,28.31966999,29.26067091,30.24150193,31.26233186,32.32505582,33.4316506,34.58336873,35.78314546,37.03179219,38.32630834,39.66226107,41.03749387,42.44762838,43.89616076,45.39792518,46.97322333,48.63462397,50.38857485,52.22581278,54.12433698,56.05319392,57.98961499,59.92633557,61.86814791,63.81889669,65.78684855,67.77851114,69.78925012,71.8165278,73.87177476,75.97062571,78.12171758,80.3471546,82.64067963,84.95119534,87.20792899,89.36909546,91.30618635,93.03832707,94.83861025,97.08559059,99.99007787,103.7916299,108.2516855,112.5308337,115.4815281,116.3347002,114.8059358,111.3045853,106.6191036,101.8935414,98.00909982,95.11281926,93.09845341,92.27828786,92.95938572,95.30391004
106,Estimates,Turkey,792,Country/Area,922,27.81648065,28.52176111,29.24645869,29.99049803,30.75362187,31.53541182,32.33518314,33.15206658,33.98506685,34.8331445,35.69551473,36.57200083,37.46323688,38.37085613,39.29714018,40.24400816,41.2113665,42.19949066,43.210978,44.24904305,45.31566597,46.41269571,47.53877448,48.68875823,49.8554864,51.03393709,52.21932747,53.41305562,54.62362824,55.86326287,57.1391084,58.45459636,59.80199706,61.163767,62.51595962,63.84097294,65.13330821,66.39674909,67.63479074,68.85448722,70.06192326,71.25579174,72.4360355,73.6117459,74.79465327,75.99294856,77.21018931,78.44363006,79.68720684,80.9316048,82.16960877,83.40662786,84.64503333,85.87165521,87.06902018,88.2287086,89.33748555,90.40948768,91.49670881,92.66973221,93.97631589,95.42670374,96.99601887,98.65188987,100.345961,102.0352806,103.7223965,105.3966854,106.986591,108.4022283,109.583913
107,Estimates,United Arab Emirates,784,Country/Area,922,0.832464115,0.807009569,0.828169856,0.870466507,0.91534689,0.951901914,0.976363636,0.992380383,1.009808612,1.04291866,1.105466507,1.205753589,1.341052632,1.496770335,1.651303828,1.792523923,1.913624402,2.030717703,2.184449761,2.429461722,2.805167464,3.318935407,3.958947368,4.720394737,5.591590909,6.558552632,7.63069378,8.796016746,9.993995215,11.14535885,12.19505981,13.1172488,13.93320574,14.69446172,15.47811005,16.3416866,17.30126794,18.34361244,19.46253589,20.64205742,21.87125598,23.17175837,24.5561244,25.9944378,27.44470096,28.88874402,30.37226077,31.95407895,33.65088517,35.47881579,37.48883971,39.50624402,41.61206938,44.40108852,48.667189,54.88303828,63.3991866,73.79002392,84.80246411,94.70535885,102.2727033,107.0188756,109.3492584,110.022823,110.217488,110.8001914,111.9733852,113.4833254,115.2029426,116.8723206,118.3062201
108,Estimates,Yemen,887,Country/Area,922,8.828681554,8.934486808,9.046317026,9.162653181,9.282427032,9.405017331,9.530266871,9.658404834,9.79008277,9.926162471,10.06752467,10.21465992,10.36739019,10.52477792,10.68545182,10.84861829,11.01623388,11.18978919,11.3678012,11.54808417,11.73055098,11.91425081,12.10404568,12.31283785,12.55753736,12.85053886,13.1976135,13.59674224,14.04278084,14.52677046,15.04233763,15.59161505,16.17820141,16.79899047,17.45000284,18.13013997,18.82891452,19.55043658,20.32476088,21.1928424,22.17926587,23.30080686,24.53578234,25.82359225,27.08035873,28.2465159,29.29953217,30.25868136,31.1576529,32.04946683,32.97359888,33.93823323,34.93320454,35.95848438,37.00986041,38.08439116,39.18337784,40.31008201,41.46475936,42.64724132,43.85638199,45.09268708,46.35334583,47.6298123,48.91090024,50.18823229,51.45786692,52.72044056,53.97784533,55.23405118,56.49178552
