Year_HS,Overall rank_HS,Country or region_HS,Score_HS,GDP per capita_HS,Social support_HS,Healthy life expectancy_HS,Freedom to make life choices_HS,Generosity_HS,Perceptions of corruption_HS,Dystopia.Residual_HS,Country & Year,SPI Rank_SP,Country_SP,SPI country code_SP,SPI year_SP,Status_SP,Social Progress Index_SP,Basic Human Needs_SP,Foundations of Wellbeing_SP,Opportunity_SP,Nutrition and Basic Medical Care_SP,Water and Sanitation_SP,Shelter_SP,Personal Safety_SP,Access to Basic Knowledge_SP,Access to Information and Communications_SP,Health and Wellness_SP,Environmental Quality_SP,Personal Rights_SP,Personal Freedom and Choice_SP,Inclusiveness_SP,Access to Advanced Education_SP,Undernourishment (% of pop.)_SP,"Deaths from infectious diseases (deaths/100,000)_SP",Child stunting (% of children)_SP,"Maternal mortality rate (deaths/100,000 live births)_SP","Child mortality rate (deaths/1,000 live births)_SP","Unsafe water, sanitation and hygiene attributable deaths (per 100,000 pop.)_SP",Populations using unsafe or unimproved water sources (%)_SP,Populations using unsafe or unimproved sanitation (%)_SP,Usage of clean fuels and technology for cooking (% of pop.)_SP,Access to electricity (% of pop.)_SP,"Household air pollution attributable deaths (deaths/100,000)_SP","Traffic deaths (deaths/100,000)_SP",Political killings and torture (0=low freedom; 1=high freedom)_SP,Perceived criminality (1=low; 5=high)_SP,"Homicide rate (deaths/100,000)_SP",Access to quality education (0=unequal; 4=equal)_SP,Women with no schooling_SP,Gender parity in secondary attainment (distance from parity)_SP,Primary school enrollment (% of children)_SP,Secondary school attainment (% of population)_SP,Access to online governance (0=low; 1=high)_SP,Media censorship (0=frequent; 4=rare)_SP,Internet users (% of pop.)_SP,Mobile telephone subscriptions (subscriptions/100 people)_SP,Access to quality healthcare (0=unequal; 4=equal)_SP,Access to essential services  (0=none; 100=full coverage)_SP,"Premature deaths from non-communicable diseases (deaths/100,000)_SP",Life expectancy at 60 (years)_SP,Greenhouse gas emissions (total CO2 equivalents)_SP,Particulate matter _SP,Biome protection_SP,"Outdoor air pollution attributable deaths (deaths/100,000)_SP",Political rights (0=no rights; 40=full rights)_SP,Freedom of expression (0=no freedom; 1=full freedom)_SP,Freedom of religion (0=no freedom; 4=full freedom)_SP,Access to justice (0=non-existent; 1=observed)_SP,Property rights for women (0=no right; 5=full rights)_SP,Vulnerable employment (% of employees)_SP,Corruption (0=high; 100=low)_SP,Early marriage (% of women)_SP,Satisfied demand for contraception (% of women)_SP,Equality of political power by socioeconomic position (0=unequal power; 4=equal power)_SP,Equality of political power by social group (0=unequal power; 4=equal power)_SP,Equality of political power by gender (0=unequal power; 4=equal power)_SP,Discrimination and violence against minorities (0=low; 10=high)_SP,Acceptance of gays and lesbians (0=low; 100=high)_SP,Quality weighted universities (points)_SP,Citable documents_SP,Women with advanced education (%)_SP,Years of tertiary schooling_SP
2017,40,Slovakia,6.09800005,1.325393558,1.505059242,0.7127329109999999,0.295817465,0.136544481,0.024210852,2.0977766509999998,2017Slovakia,35.0,Slovakia,SVK,2017,Ranked,83.13,94.05,83.14,72.18,95.75,98.44,94.73,87.28,91.75,86.99,71.98,81.86,91.37,78.25,50.35,68.76,5.8,23.5101,7.684,7.406,6.0574,0.207,3.116,1.734,95.0,100.0,28.188,7.012,0.91,2.0,0.8095,2.466,0.001,0.002,93.916,99.3,0.809,3.553,77.6347,122.8115,3.228,82.728,362.425,20.7979,40.9,17.354,17.0,34.4874,36.0,0.931,3.562,0.876,4.792,12.231,51.0,1.4243,77.4,2.343,2.812,2.202,6.9,0.26,9.2,1.4882,0.9214,2.4152
2017,42,Malaysia,6.084000111,1.29121542,1.284646034,0.618784428,0.40226498200000005,0.41660893,0.065600708,2.004448891,2017Malaysia,55.0,Malaysia,MYS,2017,Ranked,74.38,87.98,78.37,56.8,90.38,94.49,92.22,74.84,91.69,77.83,67.63,76.32,56.56,67.96,39.83,62.86,4.0,142.6311,18.803,57.13,7.9987,3.256,12.214,3.073,95.0,100.0,41.606,22.884,0.69,2.0,2.1277,3.14,0.0354,0.0335,99.5166,77.1,0.8876,1.185,71.0641,145.6974,3.382,72.282,365.439,19.5828,357.0,15.751,17.0,47.2293,18.0,0.483,1.992,0.595,3.743,22.192,49.0,5.1685,52.8,2.346,1.369,1.788,6.5,0.15,33.4,0.953,0.5042,2.3389
2017,44,Ecuador,6.007999897,1.0008203979999999,1.286168814,0.6856362220000001,0.45519819899999997,0.150112465,0.140134647,2.290352583,2017Ecuador,58.0,Ecuador,ECU,2017,Ranked,73.64,83.6,75.67,61.65,87.75,90.33,95.02,61.3,84.34,62.34,71.43,84.58,76.27,58.13,55.59,56.62,8.8,57.369,22.096,77.646,15.1081,3.293,16.572,12.375,94.0,98.8259,23.509,27.328,0.9,4.0,6.489,2.396,0.0186,0.0243,99.0141,48.8,0.6742,1.771,48.9404,79.8407,2.699,67.64,243.57,22.7522,70.2,14.982,15.1939,24.6781,24.0,0.735,3.612,0.57,4.66,45.23,31.0,19.6432,80.9,2.714,2.498,2.519,7.3,0.45,11.4,0.1429,0.5938,2.4342
2017,45,El Salvador,6.002999783,0.9097844959999999,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2.714593887,2017El Salvador,96.0,El Salvador,SLV,2017,Ranked,65.79,75.2,68.02,54.15,89.8,79.61,88.89,42.5,69.88,67.28,61.56,73.36,75.55,62.92,39.07,39.06,10.7,70.1858,14.389,41.186,15.3149,6.449,24.132,38.079,86.0,95.4,40.676,21.17,0.77,5.0,105.2312,0.927,0.0872,0.1353,91.0254,41.0,0.6517,3.189,26.8026,147.5723,0.827,69.845,290.853,21.3151,11.0,24.736,7.0237,30.0662,34.0,0.842,3.849,0.247,4.211,35.974,36.0,16.0955,80.3,1.084,2.531,1.58,6.7,0.3,5.0,0.0206,0.2819,1.5622
2017,46,Poland,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.15846596699999999,0.059307806,1.7977228159999998,2017Poland,30.0,Poland,POL,2017,Ranked,84.42,94.11,82.69,76.47,97.14,97.95,94.76,86.57,93.61,81.97,74.99,80.19,93.17,78.58,58.62,75.5,2.5,19.4502,7.76,4.578,4.86,0.227,4.136,2.283,95.0,100.0,28.01,8.673,0.9,2.0,0.7835,3.645,0.001,0.0667,96.7269,83.9,0.8933,2.404,67.997,143.3904,3.569,84.273,371.505,21.755,391.0,20.976,17.0,31.3361,37.0,0.935,3.705,0.917,4.749,16.765,62.0,1.0403,69.4,2.938,2.899,2.724,5.4,0.17,48.6,1.1699,0.8706,3.1936
2017,48,Italy,5.964000225,1.395066619,1.444923282,0.8531443479999999,0.256450713,0.17278964800000002,0.028028091,1.813312054,2017Italy,24.0,Italy,ITA,2017,Ranked,86.63,92.86,87.9,79.13,98.65,99.34,97.61,75.85,91.61,85.68,87.47,86.86,94.69,74.41,71.4,76.03,2.5,10.284,2.939,3.726,3.4306,0.099,0.512,1.603,95.0,100.0,12.793,6.072,0.87,4.0,0.7742,3.459,0.0038,0.1048,98.5202,78.5,0.9551,3.618,58.1417,144.7564,3.598,94.529,183.514,24.9773,431.0,16.49,17.0,16.2488,36.0,0.956,3.756,0.974,4.788,17.46,47.0,1.3143,70.0,2.977,3.485,2.893,4.8,0.62,150.6,1.6813,0.7417,2.8684
2017,49,Russia,5.962999821,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414,2017Russia,65.0,Russia,RUS,2017,Ranked,71.69,83.1,73.4,58.58,95.32,91.03,91.96,54.11,93.73,75.23,62.41,62.25,51.99,69.93,31.24,81.15,2.5,41.4116,11.126,14.967,8.5329,0.389,8.129,21.178,94.0,95.5,34.621,15.02,0.37,4.0,11.4812,2.681,0.003,0.0063,98.6635,95.6,0.9213,0.373,70.1,156.7666,2.737,80.738,542.577,18.946,2120.0,16.22,8.9921,45.5111,5.0,0.313,2.67,0.395,4.696,6.197,29.0,6.6809,73.4,1.117,2.617,1.418,8.8,0.09,153.4,0.5526,0.8957,4.0248
2017,52,Lithuania,5.90199995,1.314582348,1.4735161069999998,0.62894994,0.234231785,0.010164656999999999,0.011865643,2.228440523,2017Lithuania,33.0,Lithuania,LTU,2017,Ranked,83.52,90.37,83.55,76.62,96.84,94.47,95.16,75.02,96.24,83.78,70.11,84.09,94.37,78.48,59.41,74.22,2.5,22.7829,8.059,11.149,4.904,0.307,5.759,12.198,95.0,100.0,25.903,8.939,0.95,3.0,5.8666,3.471,0.0048,0.0471,99.9179,93.1,0.8034,3.219,71.378,142.7089,3.444,80.753,440.361,20.6149,20.6,11.822,16.9002,33.2577,38.0,0.934,3.762,0.915,4.863,9.978,59.0,1.7217,68.2,2.463,3.433,2.623,4.4,0.16,15.0,1.1781,0.9514,3.342
2017,54,Latvia,5.849999905,1.260748625,1.4047149419999998,0.638566971,0.325707912,0.153074786,0.073842727,1.993655205,2017Latvia,36.0,Latvia,LVA,2017,Ranked,82.73,90.73,83.56,73.91,96.62,94.57,94.79,76.94,96.24,85.19,68.87,83.94,91.32,80.79,52.49,71.03,2.5,22.4785,8.478,15.134,4.97,0.218,5.94,11.744,95.0,100.0,27.869,8.958,0.93,3.0,3.3539,3.273,0.0039,0.003,97.9613,99.1,0.6854,3.811,79.2006,129.6508,3.35,81.517,461.659,20.2306,11.7,13.447,17.0,32.5592,36.0,0.961,3.863,0.863,4.39,8.643,57.0,2.0817,79.7,2.657,2.38,3.01,8.0,0.2,9.0,1.0166,0.9209,3.1776
2017,57,Romania,5.8249998089999995,1.217683911,1.15009129,0.685158312,0.45700374200000005,0.13351991800000002,0.004387901,2.176831484,2017Romania,44.0,Romania,ROU,2017,Ranked,78.51,89.09,78.74,67.68,95.27,91.94,90.3,78.85,87.31,78.47,65.78,83.41,91.36,71.03,44.31,64.04,2.5,29.8759,11.598,15.521,9.2112,0.574,8.683,17.395,80.0,100.0,32.717,9.275,0.91,3.0,1.7014,2.242,0.0099,0.0662,92.2366,89.1,0.7079,3.607,55.7632,116.0341,2.692,79.557,447.973,20.0165,117.0,14.537,16.3744,30.3274,35.0,0.92,3.681,0.882,4.774,25.574,48.0,5.9727,71.1,1.938,2.882,1.834,6.8,0.15,20.0,0.7375,0.7099,2.2081
2017,60,Kazakhstan,5.818999767,1.28455627,1.384369016,0.606041551,0.43745428299999994,0.201964423,0.11928288599999999,1.784892559,2017Kazakhstan,68.0,Kazakhstan,KAZ,2017,Ranked,71.49,85.06,75.64,53.78,95.03,84.7,92.47,68.04,95.58,76.67,59.87,70.44,54.1,67.15,31.07,62.81,2.5,34.2843,11.211,14.839,11.916,0.804,10.455,39.688,95.0,100.0,40.276,14.901,0.63,3.0,4.8543,2.841,0.0039,0.0121,99.9722,100.0,0.8371,1.244,70.8299,149.7227,2.897,72.881,543.505,18.3808,327.0,13.084,3.1787,36.0539,5.0,0.427,1.646,0.744,4.384,24.276,29.0,5.8922,75.0,0.536,2.188,1.87,7.6,0.08,40.4,0.1891,0.6938,2.3709
2017,62,Slovenia,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.04512897900000001,1.3133172990000002,2017Slovenia,20.0,Slovenia,SVN,2017,Ranked,87.58,95.28,88.69,78.77,97.53,98.47,97.14,88.0,98.88,85.16,82.09,88.64,95.91,80.93,63.21,75.04,2.5,13.8008,7.378,6.392,2.4818,0.102,2.471,2.413,95.0,100.0,15.271,5.847,0.95,2.0,0.9656,3.88,0.0012,0.0243,99.5491,97.3,0.8146,3.373,73.0987,113.6504,3.329,90.646,229.99,23.5954,17.3,15.913,17.0,17.1771,39.0,0.933,3.854,0.965,4.804,10.528,61.0,0.4242,73.9,2.846,3.163,2.323,4.5,0.46,5.0,2.8755,0.9346,3.7325
2017,63,Peru,5.715000152999999,1.0352252720000001,1.218770385,0.6301661129999999,0.45000287899999997,0.126819715,0.047049087,2.20726943,2017Peru,59.0,Peru,PER,2017,Ranked,73.47,81.34,77.86,61.2,89.68,82.87,87.97,64.83,79.05,78.0,72.24,82.16,82.06,58.92,48.41,55.42,6.6,80.0982,16.201,72.725,16.1253,5.236,18.771,33.741,74.0,93.8522,27.805,13.96,0.85,4.0,7.3743,1.3,0.0253,0.1612,99.6221,61.5,0.8652,3.49,40.8526,112.3564,1.479,71.632,185.963,24.6818,104.0,25.543,14.4621,19.9301,31.0,0.91,3.825,0.586,4.243,50.488,35.0,11.2727,66.7,2.712,1.852,2.197,7.4,0.34,18.2,0.0702,0.3489,3.3721
2017,64,Mauritius,5.629000187000001,1.189395547,1.20956099,0.638007462,0.49124732600000004,0.360933751,0.042181555,1.697583914,2017Mauritius,45.0,Mauritius,MUS,2017,Ranked,77.1,91.08,75.27,64.94,91.46,97.69,91.16,84.01,88.35,75.32,68.59,68.84,87.88,69.41,54.54,47.94,5.8,37.4733,14.447,62.768,14.3427,0.791,2.313,4.712,95.0,97.3458,43.05,11.548,0.93,2.0,1.6674,3.121,0.0153,0.0723,98.9239,62.6,0.691,3.32,50.1393,139.9255,3.694,71.279,417.222,20.4202,7.64,14.346,4.7232,46.9386,37.0,0.886,3.291,0.854,4.538,16.132,54.0,6.485,51.0,2.486,2.587,1.985,3.6,0.26,0.8,0.2184,0.5258,1.8708
2017,66,Estonia,5.611000061,1.32087934,1.4766711000000001,0.695168316,0.47913143,0.098890811,0.18324892199999998,1.357508659,2017Estonia,25.0,Estonia,EST,2017,Ranked,86.59,92.53,90.31,76.93,97.38,96.42,97.77,78.55,98.26,93.6,76.52,92.85,95.64,83.73,55.52,72.83,2.5,16.0722,7.86,3.399,3.1753,0.147,4.608,6.983,95.0,100.0,11.92,5.8,0.96,3.0,3.4212,3.806,0.0021,0.0,97.5443,100.0,0.9101,3.796,88.4097,144.7205,3.673,85.16,329.218,21.6694,22.3,6.821,17.0,13.5315,38.0,0.976,3.83,0.951,4.74,5.694,70.0,4.1833,79.3,2.909,2.602,2.764,7.3,0.26,8.4,2.2215,0.9051,3.2105
2017,67,Belarus,5.568999767,1.15655756,1.444945216,0.637714267,0.29540026199999997,0.155137509,0.156313822,1.723232985,2017Belarus,47.0,Belarus,BLR,2017,Ranked,76.17,88.93,75.54,64.04,97.85,93.11,92.5,72.25,95.16,71.5,67.32,68.19,56.48,75.86,52.08,71.73,2.5,17.8181,4.604,11.65,4.0323,0.151,5.847,16.81,95.0,100.0,40.082,8.64,0.66,3.0,3.4536,3.553,0.0012,0.0564,98.4925,89.3,0.882,0.246,62.2304,121.2816,3.388,83.504,486.018,19.1259,100.0,18.878,9.2037,53.3203,5.0,0.406,2.789,0.632,4.191,3.259,40.0,3.3345,76.4,3.248,3.304,1.869,7.1,0.09,15.8,0.1958,0.9065,4.0565
2017,69,Turkey,5.5,1.1982743740000001,1.337753177,0.637605608,0.30074059999999997,0.046693042000000004,0.09967158,1.879277945,2017Turkey,87.0,Turkey,TUR,2017,Ranked,67.98,84.54,65.31,54.1,94.82,89.32,92.87,61.16,69.06,69.06,69.27,53.84,44.77,65.97,28.39,77.27,2.5,19.0589,11.739,22.797,12.6371,0.969,23.854,9.597,95.0,100.0,38.136,10.423,0.34,4.0,2.8461,1.017,0.0759,0.3287,94.7356,54.0,0.8596,0.845,53.745,93.7728,1.899,76.984,302.871,22.5048,465.0,44.483,0.1908,45.8873,18.0,0.289,2.043,0.24,3.428,27.896,41.0,5.7732,59.4,2.342,1.662,0.604,10.0,0.23,62.4,0.5438,0.639,4.9099
2017,72,Philippines,5.429999828,0.857699215,1.253917575,0.468009055,0.5852146739999999,0.19351342300000002,0.099331893,1.9726047519999999,2017Philippines,95.0,Philippines,PHL,2017,Ranked,66.35,69.87,70.83,58.33,78.59,77.74,66.04,57.11,82.41,75.69,47.23,78.0,77.19,60.34,40.74,55.07,16.2,201.6982,32.95,86.025,30.1465,12.847,49.761,12.165,43.0,89.08,98.0,11.644,0.42,4.0,9.4464,1.092,0.0162,0.0434,97.1719,71.6,0.9382,2.764,36.0,115.3994,1.106,57.246,550.069,17.6607,196.0,18.227,14.8736,37.7692,27.0,0.672,3.311,0.721,4.571,35.373,35.0,8.7,54.9,1.257,0.802,2.379,7.9,0.62,51.0,0.0276,0.6675,1.7788
2017,73,Serbia,5.394999981000001,1.069317579,1.258189797,0.650784671,0.208715528,0.220125884,0.040903781,1.9470844269999998,2017Serbia,51.0,Serbia,SRB,2017,Ranked,75.39,87.82,74.26,64.09,96.05,96.65,83.41,75.17,90.27,73.04,64.06,69.65,79.43,65.26,43.51,68.15,4.1,14.6598,8.673,12.584,6.2821,0.267,5.399,5.272,67.0,99.9,52.805,7.053,0.91,4.0,1.1716,2.744,0.0074,0.1151,99.2062,86.7,0.8146,0.865,65.317,103.1418,2.651,80.112,447.235,18.8833,61.4,24.781,7.4736,40.6847,29.0,0.602,3.592,0.742,4.767,28.0,42.0,3.5794,50.9,2.652,1.982,1.727,7.3,0.21,6.6,1.0374,0.9157,2.7329
2017,75,Hungary,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.078401662,0.036636937,1.716459274,2017Hungary,39.0,Hungary,HUN,2017,Ranked,81.38,91.85,80.82,71.48,96.86,97.06,94.3,79.16,93.95,77.97,67.47,83.9,84.29,77.88,55.13,68.61,2.5,9.6919,8.305,13.851,5.1383,0.537,3.396,5.858,95.0,100.0,30.472,6.378,0.92,3.0,2.2602,2.842,0.001,0.0245,97.1366,96.6,0.7079,2.287,72.8347,101.2544,2.793,83.52,462.558,20.3442,57.8,15.885,17.0,29.8888,29.0,0.748,3.648,0.812,4.845,5.8,48.0,3.9007,79.1,2.194,2.682,2.518,4.8,0.28,25.4,1.0576,0.8105,2.4126
2017,76,Jamaica,5.31099987,0.9255793090000001,1.3682180640000001,0.641022384,0.474307239,0.233818337,0.055267780999999995,1.6123256680000002,2017Jamaica,60.0,Jamaica,JAM,2017,Ranked,73.17,78.77,73.07,67.68,91.26,76.13,89.27,58.4,81.11,64.32,64.3,82.56,89.84,69.4,63.27,48.22,9.7,40.909,7.635,74.544,15.8789,2.346,40.99,34.564,85.0,94.9,36.556,9.369,0.85,4.0,41.7845,2.501,0.0016,0.1277,88.1567,65.2,0.3146,3.599,42.2212,108.5157,2.541,70.344,428.491,20.8541,9.88,13.396,14.4056,30.7791,34.0,0.943,3.836,0.767,4.739,36.13,39.0,2.8652,76.6,2.873,2.912,2.871,3.4,0.1933,1.0,0.106,0.743,1.3565
2017,77,Croatia,5.293000221000001,1.222556233,0.9679830070000001,0.7012885209999999,0.255772293,0.248002976,0.04310311,1.854492426,2017Croatia,40.0,Croatia,HRV,2017,Ranked,81.24,91.06,83.58,69.07,97.19,97.73,93.15,76.17,97.26,78.37,74.74,83.95,86.46,73.6,48.59,67.65,2.5,8.3595,8.055,5.691,4.8819,0.194,4.661,2.478,87.0,100.0,26.403,7.291,0.93,4.0,0.8741,3.609,0.0025,0.0268,98.8531,95.5,0.7697,2.192,69.8031,104.3182,3.27,86.69,321.299,21.1095,24.9,17.789,17.0,28.4856,37.0,0.771,3.567,0.786,4.687,8.714,49.0,1.5437,57.7,2.158,2.229,2.094,5.8,0.3,3.8,1.5174,0.7995,3.215
2017,80,Pakistan,5.269000053,0.7268835309999999,0.67269069,0.402047783,0.23521526199999998,0.31544601899999997,0.12434806699999999,2.79248929,2017Pakistan,141.0,Pakistan,PAK,2017,Ranked,48.46,58.5,45.39,41.48,65.92,56.74,58.66,52.7,42.5,45.24,40.79,53.01,50.14,50.62,22.79,42.37,12.8,172.5137,44.401,321.676,76.018,45.929,71.779,35.499,40.0,71.1974,105.436,29.687,0.38,4.0,4.7566,0.299,0.3685,0.4397,67.3868,37.3,0.5,2.326,14.0,63.1307,0.652,50.797,651.693,17.3757,399.0,58.633,10.547,59.1077,21.0,0.553,1.61,0.212,3.769,60.018,32.0,13.9,48.8,0.543,1.305,2.025,10.0,0.02,47.0,0.0693,0.1985,0.4613
2017,81,Indonesia,5.262000083999999,0.995538592,1.274444699,0.492345721,0.443323463,0.6117045879999999,0.015317135,1.429476976,2017Indonesia,84.0,Indonesia,IDN,2017,Ranked,68.3,78.01,67.4,59.48,79.1,73.66,81.91,77.37,74.59,65.91,52.07,77.04,77.63,64.18,42.17,53.93,9.3,153.4305,35.171,168.544,27.9842,39.427,36.054,21.631,67.0,97.5374,57.074,14.426,0.78,3.0,0.577,1.431,0.0172,0.1702,93.3984,47.3,0.618,3.404,21.9761,131.1805,1.677,61.26,513.934,18.0719,829.0,16.384,11.2553,25.9122,31.0,0.853,2.516,0.746,4.317,47.611,37.0,9.7429,80.8,1.876,2.446,2.098,7.1,0.09,56.4,0.0463,0.5217,1.7708
2017,83,Montenegro,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.197911024,0.088174194,1.729191542,2017Montenegro,53.0,Montenegro,MNE,2017,Ranked,75.31,86.44,78.59,60.89,96.88,94.66,83.67,70.54,93.19,77.59,68.4,75.18,80.6,67.47,33.96,61.54,2.5,9.8319,9.686,7.315,3.4553,0.113,13.278,3.589,58.0,100.0,40.071,7.651,0.81,4.0,2.7115,3.569,0.0059,0.0967,95.7356,90.7,0.7416,2.298,68.1196,160.7593,3.174,80.563,419.635,19.8931,4.44,20.924,7.7305,30.0286,26.0,0.719,3.823,0.792,4.352,12.756,45.0,1.8229,40.6,1.74,2.009,1.518,7.9,0.08,0.2,0.7038,0.9103,2.8038
2017,85,Azerbaijan,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.04526934,0.180987507,1.7624816890000001,2017Azerbaijan,105.0,Azerbaijan,AZE,2017,Ranked,63.16,83.79,67.37,38.31,91.6,84.76,87.83,70.98,85.74,69.79,48.26,65.68,37.78,48.44,17.15,49.89,2.5,59.0454,16.119,25.621,26.3162,2.43,10.485,38.298,95.0,100.0,65.068,6.102,0.45,3.0,2.3382,0.58,0.0045,0.0379,98.8433,95.6,0.6798,0.121,77.0,111.1651,0.816,68.35,589.434,17.5787,66.0,20.208,8.5997,58.2386,4.0,0.237,2.196,0.22,3.333,55.05,30.0,8.9133,27.6,0.571,0.694,0.614,6.5,0.03,10.6,0.1037,0.5651,1.2914
2017,86,Dominican Republic,5.230000018999999,1.0793738370000001,1.402416706,0.574873745,0.552589834,0.18696785,0.11394525300000001,1.31946516,2017Dominican Republic,78.0,Dominican Republic,DOM,2017,Ranked,69.73,77.04,73.12,59.03,88.2,72.25,92.12,55.61,78.75,69.08,58.79,85.84,82.47,59.38,47.14,47.15,7.6,75.8291,9.764,114.752,31.3239,6.895,62.832,20.845,88.0,98.5604,30.951,30.192,0.88,4.0,16.6739,1.065,0.0415,0.0306,95.5349,56.4,0.6798,2.63,54.2158,85.5623,1.25,63.769,408.661,21.418,29.1,13.69,15.5624,23.6561,27.0,0.818,3.798,0.698,4.644,39.689,31.0,20.2434,82.8,2.05,2.474,1.668,5.8,0.35,7.8,0.0132,0.4654,2.5876
2017,87,Greece,5.2270002369999995,1.2894874809999999,1.239414573,0.810198903,0.09573125099999999,0.0,0.043289777,1.749221563,2017Greece,27.0,Greece,GRC,2017,Ranked,85.29,93.8,85.16,76.92,98.23,99.37,96.38,81.21,90.64,82.55,81.84,85.61,90.84,69.14,65.63,82.06,2.5,17.1343,3.145,9.01,4.5819,0.096,0.245,1.803,95.0,100.0,19.339,9.716,0.95,3.0,0.8724,3.6,0.0037,0.1116,100.0,67.5,0.8764,2.743,66.835,117.8888,3.32,90.741,260.24,23.9021,99.6,16.329,17.0,24.1885,35.0,0.936,3.163,0.962,4.836,26.693,44.0,2.1399,60.7,3.581,3.198,2.76,5.4,0.28,26.8,1.5999,0.8437,5.9116
2017,89,Portugal,5.195000172,1.315175295,1.3670430180000002,0.7958435420000001,0.4984653,0.095102713,0.015869452,1.107682705,2017Portugal,21.0,Portugal,PRT,2017,Ranked,87.57,95.51,87.88,79.33,98.04,97.88,97.96,88.16,88.33,87.39,83.68,92.13,96.89,80.47,70.58,69.36,2.5,31.8785,3.603,8.186,3.6591,0.305,1.106,5.728,95.0,100.0,10.909,6.36,0.97,2.0,0.9645,3.316,0.0095,0.0268,98.7293,51.4,0.8989,3.688,68.6329,112.9851,3.475,89.972,216.773,24.1888,64.6,8.053,17.0,13.8743,39.0,0.97,3.959,0.934,4.868,12.998,62.0,2.2173,76.6,2.812,3.591,2.473,2.5,0.52,37.2,2.1721,0.5751,2.9068
2017,91,Honduras,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.236188874,0.073345453,2.0658111569999997,2017Honduras,106.0,Honduras,HND,2017,Ranked,62.22,71.95,65.85,48.87,84.17,78.88,78.28,46.46,63.71,58.97,56.09,84.62,67.08,57.47,39.67,31.25,14.9,54.2115,22.209,114.199,19.5079,15.417,24.22,34.018,51.0,89.9817,44.172,16.408,0.72,5.0,56.4913,0.481,0.0873,0.096,79.9039,34.2,0.5449,2.666,27.1,88.3185,0.571,62.476,338.576,20.5119,18.4,21.087,13.5862,16.2706,19.0,0.686,3.767,0.288,4.333,37.251,30.0,21.8977,77.4,0.67,1.822,1.95,5.9,0.43,2.0,0.0095,0.1835,1.2019
2017,98,Kyrgyzstan,5.004000187,0.596220076,1.394238591,0.5534577970000001,0.454943389,0.428580374,0.039439179,1.5367231369999999,2017Kyrgyzstan,86.0,Kyrgyzstan,KGZ,2017,Ranked,68.01,78.31,71.69,54.04,90.43,72.24,84.84,65.73,93.39,67.52,57.99,67.84,63.44,60.23,39.42,53.08,6.1,35.9205,17.187,40.626,22.3445,1.968,15.981,74.888,76.0,99.8023,56.515,14.903,0.51,3.0,5.1182,2.346,0.0034,0.001,99.6104,98.7,0.6854,2.785,30.247,127.1906,2.395,68.421,486.443,18.3701,18.7,23.196,3.5231,39.0382,13.0,0.713,2.066,0.642,4.407,35.389,28.0,9.4304,63.8,2.239,2.108,2.045,8.4,0.06,5.6,0.0364,0.7219,2.37
2017,99,Nepal,4.961999893,0.47982019200000003,1.179283261,0.504130781,0.44030594799999995,0.394096166,0.072975546,1.891241074,2017Nepal,113.0,Nepal,NPL,2017,Ranked,56.98,65.48,54.69,50.77,77.63,51.5,58.51,74.26,55.62,69.26,50.92,42.96,78.85,41.26,52.68,30.28,6.4,182.3822,33.598,225.288,36.3949,61.763,67.595,46.303,27.0,85.2444,111.75,26.555,0.74,2.0,2.1868,0.859,0.4056,0.415,98.3417,32.0,0.7809,3.476,17.5816,101.8546,1.228,58.402,457.089,18.1033,39.9,98.055,12.9735,61.8698,24.0,0.885,3.35,0.84,3.8,79.395,29.0,27.8937,58.1,2.131,2.249,2.321,9.4,0.83,0.8,0.0428,0.1054,0.7483
2017,100,Mongolia,4.954999924,1.0272358659999998,1.4930112359999999,0.557783484,0.394143969,0.33846423,0.032902289,1.111292362,2017Mongolia,77.0,Mongolia,MNG,2017,Ranked,69.77,75.45,69.37,64.49,86.3,69.45,71.3,74.78,91.96,67.93,49.73,67.87,88.93,64.5,52.99,51.53,19.5,44.7875,15.962,42.9,18.5702,1.974,30.526,68.617,44.0,88.0489,69.525,16.294,0.82,2.0,7.1371,2.869,0.0124,0.0455,97.4442,87.8,0.736,3.093,22.5,102.3251,2.503,63.897,722.745,17.2207,37.3,38.223,13.1013,46.2926,36.0,0.898,3.828,0.722,4.744,46.815,38.0,3.6813,67.8,2.582,2.72,2.148,3.8,0.06,3.0,0.1184,0.3188,3.4044
