Year_HS,Overall rank_HS,Country or region_HS,Score_HS,GDP per capita_HS,Social support_HS,Healthy life expectancy_HS,Freedom to make life choices_HS,Generosity_HS,Perceptions of corruption_HS,Dystopia.Residual_HS,Country & Year,SPI Rank_SP,Country_SP,SPI country code_SP,SPI year_SP,Status_SP,Social Progress Index_SP,Basic Human Needs_SP,Foundations of Wellbeing_SP,Opportunity_SP,Nutrition and Basic Medical Care_SP,Water and Sanitation_SP,Shelter_SP,Personal Safety_SP,Access to Basic Knowledge_SP,Access to Information and Communications_SP,Health and Wellness_SP,Environmental Quality_SP,Personal Rights_SP,Personal Freedom and Choice_SP,Inclusiveness_SP,Access to Advanced Education_SP,Undernourishment (% of pop.)_SP,"Deaths from infectious diseases (deaths/100,000)_SP",Child stunting (% of children)_SP,"Maternal mortality rate (deaths/100,000 live births)_SP","Child mortality rate (deaths/1,000 live births)_SP","Unsafe water, sanitation and hygiene attributable deaths (per 100,000 pop.)_SP",Populations using unsafe or unimproved water sources (%)_SP,Populations using unsafe or unimproved sanitation (%)_SP,Usage of clean fuels and technology for cooking (% of pop.)_SP,Access to electricity (% of pop.)_SP,"Household air pollution attributable deaths (deaths/100,000)_SP","Traffic deaths (deaths/100,000)_SP",Political killings and torture (0=low freedom; 1=high freedom)_SP,Perceived criminality (1=low; 5=high)_SP,"Homicide rate (deaths/100,000)_SP",Access to quality education (0=unequal; 4=equal)_SP,Women with no schooling_SP,Gender parity in secondary attainment (distance from parity)_SP,Primary school enrollment (% of children)_SP,Secondary school attainment (% of population)_SP,Access to online governance (0=low; 1=high)_SP,Media censorship (0=frequent; 4=rare)_SP,Internet users (% of pop.)_SP,Mobile telephone subscriptions (subscriptions/100 people)_SP,Access to quality healthcare (0=unequal; 4=equal)_SP,Access to essential services  (0=none; 100=full coverage)_SP,"Premature deaths from non-communicable diseases (deaths/100,000)_SP",Life expectancy at 60 (years)_SP,Greenhouse gas emissions (total CO2 equivalents)_SP,Particulate matter _SP,Biome protection_SP,"Outdoor air pollution attributable deaths (deaths/100,000)_SP",Political rights (0=no rights; 40=full rights)_SP,Freedom of expression (0=no freedom; 1=full freedom)_SP,Freedom of religion (0=no freedom; 4=full freedom)_SP,Access to justice (0=non-existent; 1=observed)_SP,Property rights for women (0=no right; 5=full rights)_SP,Vulnerable employment (% of employees)_SP,Corruption (0=high; 100=low)_SP,Early marriage (% of women)_SP,Satisfied demand for contraception (% of women)_SP,Equality of political power by socioeconomic position (0=unequal power; 4=equal power)_SP,Equality of political power by social group (0=unequal power; 4=equal power)_SP,Equality of political power by gender (0=unequal power; 4=equal power)_SP,Discrimination and violence against minorities (0=low; 10=high)_SP,Acceptance of gays and lesbians (0=low; 100=high)_SP,Quality weighted universities (points)_SP,Citable documents_SP,Women with advanced education (%)_SP,Years of tertiary schooling_SP
2018,25,Chile,6.476,1.131,1.331,0.8079999999999999,0.431,0.19699999999999998,0.061,3.648,2018Chile,31.0,Chile,CHL,2018,Ranked,83.93,91.43,82.33,78.02,96.94,96.36,96.24,76.17,85.23,89.25,75.02,79.81,93.77,80.11,62.08,76.11,3.2,28.4521,3.876,22.665,7.6615,0.948,3.682,7.608,95.0,100.0,20.112,10.993,0.93,3.0,3.361,1.316,0.0093,0.0235,96.9369,80.6,0.8202,3.635,83.5586,127.9725,2.3,81.053,235.755,23.4454,110.0,21.036,10.1527,20.9658,37.0,0.97,3.844,0.899,4.655,22.979,67.0,5.3263,84.1,2.42,2.551,2.295,3.3,0.58,43.8,0.6792,0.7362,4.3299
2018,27,Panama,6.43,1.112,1.4380000000000002,0.759,0.597,0.125,0.063,3.448,2018Panama,47.0,Panama,PAN,2018,Ranked,76.61,85.36,80.88,63.6,89.65,87.0,94.04,70.76,82.31,74.73,76.72,89.75,87.48,61.35,49.41,56.16,7.8,53.5161,16.173,71.756,16.3386,4.254,17.156,22.272,88.0,96.7742,17.846,12.646,0.92,3.0,10.032,2.192,0.02,0.0629,88.2857,71.2,0.7191,2.716,54.0,127.3636,2.703,73.844,215.473,24.5898,15.2,11.4,15.7533,15.4353,35.0,0.832,3.723,0.782,4.675,32.451,37.0,16.9807,71.6,1.776,2.61,2.036,5.6,0.37,5.0,0.1361,0.7038,2.39
2018,28,Brazil,6.419,0.986,1.474,0.675,0.493,0.11,0.08800000000000001,3.5789999999999997,2018Brazil,53.0,Brazil,BRA,2018,Ranked,75.02,82.83,76.99,65.24,93.11,89.17,95.38,53.65,79.24,82.78,65.52,80.43,81.28,67.8,50.12,61.77,2.5,61.252,9.722,67.352,16.3471,3.589,9.809,23.331,95.0,99.7,24.232,19.991,0.71,4.0,29.8778,0.834,0.0299,0.0598,98.9597,59.2,0.9719,2.587,60.8725,118.3856,1.715,70.021,329.579,22.2409,1130.0,12.707,14.7163,23.4451,31.0,0.784,3.57,0.648,4.623,27.584,37.0,14.1306,88.5,1.851,2.548,1.671,6.5,0.64,117.8,0.3552,0.3866,2.3522
2018,29,Argentina,6.388,1.073,1.4680000000000002,0.7440000000000001,0.57,0.062,0.054000000000000006,3.49,2018Argentina,43.0,Argentina,ARG,2018,Ranked,79.58,87.46,78.06,73.22,94.37,95.47,95.32,64.71,88.36,78.83,69.23,75.82,89.37,68.17,60.36,74.99,2.9,70.1899,7.794,50.677,10.9376,1.533,8.232,5.309,95.0,99.9591,24.974,13.365,0.78,4.0,6.0333,2.762,0.0049,0.0482,99.5476,63.8,0.6236,3.194,70.969,146.4538,2.738,74.655,333.422,21.2928,342.0,13.312,7.0479,29.1591,33.0,0.947,3.817,0.763,4.749,21.506,39.0,14.1609,82.9,2.45,2.793,2.144,4.7,0.61,60.0,0.2976,0.7136,4.4718
2018,30,Guatemala,6.382000000000001,0.7809999999999999,1.268,0.608,0.604,0.179,0.071,3.6519999999999997,2018Guatemala,108.0,Guatemala,GTM,2018,Ranked,61.25,67.39,68.68,47.68,75.85,70.38,74.43,48.91,68.43,66.08,59.42,80.77,69.26,55.6,31.96,33.9,16.2,116.6247,46.998,110.455,27.9962,23.242,42.993,36.799,45.0,91.9151,60.136,17.021,0.67,5.0,27.2567,0.744,0.147,0.0323,87.2969,37.8,0.618,2.571,34.5093,110.1395,0.902,61.83,289.272,21.2148,33.1,24.071,13.0192,22.892,23.0,0.785,3.646,0.337,3.965,37.656,28.0,19.9599,68.2,1.318,0.704,2.14,8.8,0.3,2.6,0.0178,0.1695,1.3418
2018,31,Uruguay,6.379,1.093,1.459,0.7709999999999999,0.625,0.13,0.155,3.239,2018Uruguay,38.0,Uruguay,URY,2018,Ranked,82.3,88.89,81.86,76.13,95.44,97.27,97.01,65.86,87.39,86.74,73.81,79.5,95.29,78.51,72.78,57.95,2.5,35.3758,9.885,25.248,8.433,1.325,5.673,2.15,95.0,99.7,15.538,14.7,0.94,4.0,7.8268,3.065,0.0047,0.071,99.9999,54.1,0.9157,3.569,66.4,149.4318,3.654,77.093,349.372,21.7771,36.6,9.275,3.2615,18.1863,40.0,0.961,3.751,0.941,4.678,23.984,70.0,10.7721,86.2,3.01,3.136,2.209,2.3,0.79,5.2,0.4126,0.465,3.1272
2018,35,Malaysia,6.322,1.161,1.258,0.669,0.35600000000000004,0.311,0.059000000000000004,3.6689999999999996,2018Malaysia,54.0,Malaysia,MYS,2018,Ranked,74.9,88.19,78.72,57.8,90.67,94.63,92.12,75.36,92.02,79.52,67.69,75.64,58.65,67.71,39.96,64.88,3.4,141.6098,18.54,57.032,7.9618,3.202,11.964,2.916,95.0,100.0,42.147,22.885,0.72,2.0,2.1277,3.06,0.0339,0.0295,99.8206,79.3,0.8876,1.069,78.7883,141.649,3.372,72.877,367.36,19.5655,371.0,16.036,17.0,48.672,18.0,0.537,2.336,0.614,3.517,22.057,47.0,5.0676,53.7,2.471,1.27,1.847,6.2,0.09,43.4,1.0129,0.5235,2.4928
2018,36,Spain,6.31,1.251,1.538,0.965,0.449,0.142,0.07400000000000001,3.142,2018Spain,20.0,Spain,ESP,2018,Ranked,88.49,95.21,90.05,80.21,98.96,99.68,98.2,83.99,90.59,92.54,86.41,90.64,94.97,80.31,67.95,77.61,2.5,14.156,1.425,5.061,3.1972,0.117,0.441,0.529,95.0,100.0,9.607,4.097,0.95,3.0,0.6304,3.33,0.046,0.0696,99.0447,74.8,0.9831,3.593,80.5613,110.4802,3.446,93.586,195.165,25.027,342.0,9.698,17.0,12.9417,38.0,0.947,3.703,0.958,4.827,11.381,57.0,3.6257,83.1,2.624,3.057,2.714,5.8,0.82,106.2,1.8398,0.6275,3.9137
2018,37,Colombia,6.26,0.96,1.439,0.635,0.531,0.099,0.039,3.517,2018Colombia,50.0,Colombia,COL,2018,Ranked,75.41,83.79,81.05,61.38,92.28,91.31,95.3,56.28,78.9,83.47,76.26,85.57,75.15,63.92,45.66,60.77,5.8,28.5445,12.668,50.048,15.1817,1.713,19.492,7.054,91.0,98.4,17.526,13.918,0.69,4.0,25.7436,1.337,0.023,0.0386,95.4247,50.2,0.9213,3.287,58.1365,121.816,2.186,74.847,205.653,25.2396,161.0,16.527,14.1648,17.0915,29.0,0.803,3.864,0.487,3.768,47.033,37.0,13.204,86.4,2.018,1.956,1.791,7.0,0.49,46.2,0.2262,0.413,2.9401
2018,39,Slovakia,6.172999999999999,1.21,1.537,0.7759999999999999,0.354,0.11800000000000001,0.013999999999999999,3.3739999999999997,2018Slovakia,35.0,Slovakia,SVK,2018,Ranked,83.14,93.88,83.33,72.22,95.53,98.47,94.79,86.73,91.69,88.22,71.97,81.46,89.48,78.12,52.43,68.83,6.5,23.663,7.639,7.673,5.8962,0.198,3.07,1.69,95.0,100.0,27.865,6.852,0.91,2.0,1.0474,2.463,0.001,0.009,93.5236,99.9,0.809,3.665,80.4759,128.4436,3.185,83.182,355.22,20.6991,41.9,17.563,17.0,35.3932,36.0,0.928,3.077,0.909,4.797,12.061,50.0,1.3971,77.8,2.307,2.836,2.19,6.6,0.36,11.2,1.5703,0.9248,2.2565
2018,40,El Salvador,6.167000000000001,0.8059999999999999,1.2309999999999999,0.639,0.461,0.065,0.08199999999999999,3.6889999999999996,2018El Salvador,96.0,El Salvador,SLV,2018,Ranked,66.27,75.57,68.12,55.11,90.22,80.16,89.73,42.18,69.6,67.89,61.52,73.47,77.14,62.18,42.53,38.59,10.1,70.3071,13.914,40.106,14.7129,6.369,23.61,36.823,88.0,96.0,39.641,20.973,0.68,5.0,83.0064,0.868,0.0837,0.1336,89.5786,43.2,0.6517,3.189,28.9971,151.6212,0.777,70.139,287.99,21.3152,12.6,24.472,7.0237,29.9739,34.0,0.887,3.843,0.242,4.385,36.344,33.0,15.9554,80.6,1.2,2.534,1.562,6.4,0.44,5.0,0.0164,0.2907,1.5572
2018,42,Poland,6.122999999999999,1.176,1.4480000000000002,0.7809999999999999,0.546,0.10800000000000001,0.064,3.176,2018Poland,32.0,Poland,POL,2018,Ranked,83.73,94.2,82.38,74.61,97.18,98.01,94.89,86.75,93.13,82.5,73.95,79.93,86.41,78.25,57.58,76.21,2.5,19.8508,7.655,4.68,4.7058,0.211,4.041,2.214,95.0,100.0,27.32,8.487,0.89,2.0,0.6844,3.394,0.001,0.0667,97.0614,85.8,0.8933,2.166,73.3007,139.5179,3.266,84.524,365.431,21.6928,395.0,20.878,17.0,32.0867,36.0,0.741,3.604,0.829,4.679,16.376,60.0,1.0272,69.9,2.959,2.908,2.575,5.9,0.21,60.6,1.1963,0.8755,3.166
2018,47,Italy,6.0,1.264,1.501,0.946,0.281,0.13699999999999998,0.027999999999999997,3.1069999999999998,2018Italy,23.0,Italy,ITA,2018,Ranked,86.97,93.05,88.3,79.55,98.66,99.35,97.64,76.56,92.11,87.01,87.5,86.6,94.31,75.43,71.8,76.66,2.5,10.6919,2.934,3.623,3.2935,0.093,0.507,1.583,95.0,100.0,12.594,6.004,0.89,4.0,0.6594,3.569,0.0037,0.0964,97.9535,79.0,0.9551,3.73,61.3243,141.694,3.627,94.701,179.954,24.8357,439.0,16.751,17.0,16.6366,36.0,0.94,3.744,0.972,4.797,17.048,50.0,1.2916,70.5,3.002,3.583,2.839,4.8,0.63,164.6,1.7289,0.7508,2.8926
2018,48,Ecuador,5.973,0.889,1.33,0.736,0.556,0.114,0.12,3.117,2018Ecuador,58.0,Ecuador,ECU,2018,Ranked,74.42,84.0,76.27,62.98,87.98,90.48,95.05,62.51,84.9,63.38,71.68,85.1,78.95,58.32,56.29,58.38,8.9,55.2929,21.5,75.73,14.7598,3.274,16.436,12.025,94.0,98.7,23.121,26.705,0.93,4.0,5.8395,2.388,0.0175,0.0019,98.9288,52.2,0.6742,1.347,54.0629,84.1804,2.694,67.924,243.052,22.8631,67.8,14.886,15.4736,23.9518,25.0,0.805,3.75,0.583,4.645,46.317,32.0,19.4727,81.1,2.745,2.501,2.517,7.0,0.45,13.4,0.202,0.6114,2.4342
2018,50,Lithuania,5.952000000000001,1.197,1.527,0.716,0.35,0.026000000000000002,0.006,3.327,2018Lithuania,33.0,Lithuania,LTU,2018,Ranked,83.71,90.48,83.78,76.88,96.92,94.55,95.21,75.23,96.27,84.61,70.02,84.21,93.63,78.66,60.73,74.48,2.5,22.823,7.991,9.408,4.716,0.284,5.694,12.016,95.0,100.0,25.588,9.058,0.94,3.0,5.2949,3.458,0.0052,0.0477,99.8996,93.8,0.8034,3.219,74.3766,145.5134,3.381,81.22,435.801,20.5579,20.8,11.853,16.9002,32.8904,38.0,0.887,3.75,0.932,4.847,9.563,59.0,1.6701,68.5,2.459,3.432,2.616,4.1,0.21,15.0,1.2926,0.9506,3.3464
2018,51,Slovenia,5.9479999999999995,1.219,1.506,0.856,0.633,0.16,0.051,2.742,2018Slovenia,22.0,Slovenia,SVN,2018,Ranked,87.6,95.66,88.65,78.48,97.55,98.5,97.15,89.42,98.99,86.0,81.21,88.41,95.58,81.01,62.7,74.63,2.5,13.8758,7.333,6.245,2.361,0.1,2.431,2.361,95.0,100.0,15.258,5.808,0.95,2.0,0.4821,3.868,0.0011,0.0152,99.5336,98.2,0.8146,3.417,75.4985,115.02,3.103,90.696,228.253,23.5476,17.5,16.024,17.0,17.7369,39.0,0.913,3.852,0.966,4.817,10.759,61.0,0.4043,74.4,2.834,3.164,2.178,4.5,0.49,5.0,2.9133,0.9367,3.6247
2018,52,Romania,5.945,1.1159999999999999,1.219,0.726,0.528,0.08800000000000001,0.001,3.383,2018Romania,44.0,Romania,ROU,2018,Ranked,77.9,89.05,77.29,67.37,95.34,92.19,89.86,78.82,85.71,76.95,63.23,83.26,87.6,71.34,45.04,65.49,2.5,29.316,11.489,17.272,8.4736,0.534,8.451,16.816,79.0,99.1,32.384,9.211,0.89,3.0,1.5457,2.001,0.0102,0.0669,90.344,89.5,0.7079,2.963,59.504,115.6783,1.996,79.604,448.02,20.0822,118.0,14.611,16.3744,30.6539,35.0,0.809,3.665,0.802,4.778,25.258,48.0,5.8525,71.9,1.928,2.772,1.871,6.5,0.18,26.0,0.7931,0.7233,2.2549
2018,53,Latvia,5.933,1.148,1.454,0.6709999999999999,0.363,0.092,0.066,3.287,2018Latvia,36.0,Latvia,LVA,2018,Ranked,83.12,90.72,83.84,74.8,96.72,94.7,94.88,76.59,96.48,85.2,69.07,84.63,92.77,81.28,52.37,72.76,2.5,21.891,8.449,14.001,4.5337,0.212,5.818,11.427,95.0,100.0,27.389,8.991,0.92,3.0,3.495,3.294,0.0042,0.003,98.2627,99.4,0.6854,3.768,79.8421,134.2409,3.284,81.863,459.135,20.419,11.8,13.426,17.0,30.6607,35.0,0.93,3.863,0.913,4.71,7.979,58.0,2.0127,79.9,2.696,2.332,2.946,8.3,0.25,11.0,1.2197,0.9234,3.3158
2018,55,Mauritius,5.891,1.09,1.3869999999999998,0.684,0.584,0.245,0.05,2.9410000000000003,2018Mauritius,45.0,Mauritius,MUS,2018,Ranked,77.75,90.78,75.89,66.57,91.87,97.73,91.27,82.23,89.44,75.73,68.92,69.47,89.5,68.58,59.27,48.94,5.4,35.7221,14.28,55.09,14.3754,0.787,2.289,4.614,95.0,97.3795,42.54,11.206,0.82,2.0,1.6642,3.208,0.0147,0.0512,98.4989,64.7,0.691,3.28,52.1913,143.7555,3.684,71.651,410.928,20.4911,7.98,14.458,4.7232,45.0731,37.0,0.891,3.602,0.858,4.508,16.302,50.0,6.3986,52.0,2.521,2.615,2.056,3.5,0.48,0.8,0.2412,0.5467,1.9424
2018,56,Jamaica,5.89,0.8190000000000001,1.493,0.693,0.575,0.096,0.031,3.002,2018Jamaica,60.0,Jamaica,JAM,2018,Ranked,73.77,78.95,73.33,69.02,91.46,76.4,89.98,57.95,80.43,64.87,65.55,82.46,89.97,70.92,66.61,48.6,9.4,40.4547,7.603,73.625,15.3805,2.328,40.751,33.92,85.0,96.9973,36.094,9.141,0.85,4.0,46.5894,2.428,0.0015,0.1248,86.7,65.7,0.3146,3.587,44.3669,112.4253,2.787,70.647,422.677,20.9064,10.0,13.404,14.4056,31.0556,34.0,0.944,3.841,0.772,4.736,35.811,44.0,2.7902,76.9,2.873,3.214,3.017,3.1,0.22,1.0,0.1109,0.7557,1.3565
2018,59,Russia,5.81,1.151,1.479,0.599,0.39899999999999997,0.065,0.025,3.2430000000000003,2018Russia,66.0,Russia,RUS,2018,Ranked,72.13,83.59,73.98,58.81,95.37,91.21,93.2,54.59,94.02,76.18,63.13,62.58,50.3,70.27,32.95,81.73,2.5,41.2348,11.084,15.315,8.0182,0.379,7.981,20.745,93.0,100.0,33.789,14.804,0.38,4.0,10.92,2.681,0.0034,0.0052,99.4065,95.6,0.9213,0.404,73.0914,157.7185,2.759,81.108,531.854,19.1248,2120.0,16.16,8.9921,44.6386,5.0,0.307,2.607,0.332,4.685,5.269,29.0,6.5651,73.8,1.109,2.617,1.627,8.5,0.08,159.4,0.6063,0.9,4.0532
2018,60,Kazakhstan,5.79,1.143,1.516,0.631,0.45399999999999996,0.14800000000000002,0.121,2.92,2018Kazakhstan,67.0,Kazakhstan,KAZ,2018,Ranked,71.71,85.29,75.44,54.4,95.25,85.47,92.54,67.88,95.08,76.5,60.33,69.84,53.17,67.93,32.84,63.64,2.5,33.7108,10.693,15.34,11.0445,0.782,10.031,37.564,95.0,100.0,39.878,14.626,0.62,3.0,4.9576,2.775,0.0039,0.003,99.8048,98.9,0.8371,0.938,74.5877,143.2053,2.863,73.082,535.734,18.6103,333.0,13.824,3.1787,36.9995,5.0,0.456,1.647,0.741,4.083,22.981,31.0,5.8089,74.8,0.854,2.071,2.061,7.9,0.07,44.4,0.1956,0.7134,2.3867
2018,63,Estonia,5.739,1.2,1.5319999999999998,0.737,0.5529999999999999,0.086,0.174,2.657,2018Estonia,24.0,Estonia,EST,2018,Ranked,86.85,92.82,90.6,77.13,97.43,96.47,97.82,79.57,98.24,93.24,77.33,93.57,95.67,84.1,55.58,73.16,2.5,15.3938,7.79,3.427,2.9744,0.143,4.56,6.862,95.0,100.0,11.663,5.706,0.95,3.0,2.5066,3.822,0.0024,0.0,97.3687,100.0,0.9101,3.786,87.2402,144.1631,3.678,85.526,325.076,22.0571,19.3,6.732,17.0,11.6388,38.0,0.974,3.83,0.955,4.74,5.534,71.0,4.1559,79.5,2.913,2.588,2.859,7.5,0.25,10.4,2.3395,0.9091,3.1005
2018,65,Peru,5.662999999999999,0.934,1.249,0.674,0.53,0.092,0.034,3.0839999999999996,2018Peru,59.0,Peru,PER,2018,Ranked,74.03,81.74,78.4,61.94,90.39,83.25,88.7,64.63,78.49,79.63,72.61,82.88,81.99,59.4,49.4,56.95,6.9,76.4588,13.595,71.336,15.4613,5.163,18.547,32.736,76.0,94.2,26.998,13.734,0.85,4.0,7.8736,1.049,0.0245,0.1541,99.6833,62.3,0.8652,3.578,45.4617,119.4242,1.437,71.901,184.66,24.9604,110.0,24.787,14.4961,18.5977,31.0,0.914,3.797,0.586,4.243,51.217,37.0,11.2386,67.0,2.72,2.056,2.305,7.7,0.33,18.2,0.0832,0.3616,3.5567
2018,69,Hungary,5.62,1.171,1.401,0.732,0.259,0.061,0.022000000000000002,3.145,2018Hungary,39.0,Hungary,HUN,2018,Ranked,81.51,92.16,81.14,71.23,96.95,97.15,94.48,80.04,94.22,79.35,68.0,83.0,83.91,77.2,55.43,68.39,2.5,10.0484,8.259,12.192,4.8349,0.45,3.326,5.68,95.0,100.0,29.493,6.213,0.95,3.0,2.0712,2.838,0.001,0.0235,97.7668,96.8,0.7079,2.185,79.2594,102.0407,2.874,84.181,445.389,20.1004,61.2,15.926,17.0,32.3136,28.0,0.73,3.642,0.837,4.836,5.702,45.0,3.8303,79.4,2.195,2.717,2.509,4.5,0.26,23.4,1.0902,0.8224,2.3461
2018,71,Philippines,5.524,0.775,1.3119999999999998,0.513,0.643,0.12,0.105,2.8310000000000004,2018Philippines,92.0,Philippines,PHL,2018,Ranked,67.02,70.34,72.09,58.64,79.22,78.17,67.75,56.2,82.22,81.11,46.98,78.08,79.5,60.59,38.55,55.93,15.2,200.922,32.345,83.33,29.6588,12.439,49.009,11.811,44.0,92.3031,95.203,11.333,0.4,4.0,10.9768,1.02,0.0158,0.0442,96.6886,73.2,0.9382,2.764,55.5,115.8523,0.99,57.88,543.085,17.5546,205.0,18.07,14.8736,37.5702,27.0,0.684,3.6,0.694,4.802,34.1,34.0,8.5,55.6,1.262,0.758,2.209,8.2,0.6,51.0,0.0313,0.6942,1.7763
2018,72,Honduras,5.504,0.62,1.205,0.622,0.45899999999999996,0.19699999999999998,0.07400000000000001,2.947,2018Honduras,107.0,Honduras,HND,2018,Ranked,62.37,72.16,65.97,48.99,84.7,79.44,79.44,45.07,64.43,58.34,56.25,84.84,67.53,56.69,39.18,32.56,14.1,52.7996,21.827,111.919,18.8243,15.116,23.565,33.049,53.0,91.6,43.093,16.176,0.63,5.0,55.5508,0.481,0.0843,0.0985,81.1662,35.5,0.5449,2.628,29.5,84.489,0.571,62.708,335.938,20.5308,19.3,20.629,13.5864,16.0379,20.0,0.692,3.773,0.282,4.331,40.8,29.0,21.6517,77.7,0.67,1.822,1.95,5.6,0.37,2.0,0.014,0.1893,1.2302
2018,73,Belarus,5.483,1.0390000000000001,1.4980000000000002,0.7,0.307,0.10099999999999999,0.154,2.7230000000000003,2018Belarus,46.0,Belarus,BLR,2018,Ranked,76.9,89.26,76.8,64.64,97.88,93.29,92.52,73.35,95.95,74.42,67.82,69.02,56.5,76.99,53.26,71.81,2.5,16.9125,4.59,11.798,3.8249,0.149,5.688,16.37,95.0,100.0,39.993,8.627,0.71,3.0,3.2502,3.539,0.0014,0.0564,99.4812,91.9,0.882,0.359,71.113,121.1126,3.398,83.564,486.442,19.4238,95.8,18.766,9.2037,51.153,6.0,0.372,2.857,0.645,4.123,3.477,44.0,3.281,76.7,3.24,3.34,1.896,6.8,0.11,15.8,0.2137,0.91,4.0063
2018,74,Turkey,5.483,1.148,1.38,0.6859999999999999,0.324,0.106,0.109,2.878,2018Turkey,88.0,Turkey,TUR,2018,Ranked,67.56,84.74,65.3,52.64,94.99,89.89,93.04,61.03,68.3,69.32,69.7,53.87,37.51,65.82,29.1,78.12,2.5,18.9077,11.462,21.726,11.9153,0.922,22.725,8.922,95.0,100.0,37.236,10.1,0.36,4.0,3.3384,0.903,0.0772,0.3197,94.1461,52.2,0.8596,0.568,58.3477,94.0294,1.851,77.753,297.541,22.6796,480.0,44.312,0.1908,45.7507,16.0,0.139,2.012,0.142,3.127,28.194,40.0,5.4642,59.5,2.392,1.652,0.677,10.0,0.23,68.4,0.5082,0.6575,5.3796
2018,75,Pakistan,5.472,0.652,0.81,0.424,0.33399999999999996,0.21600000000000003,0.113,3.575,2018Pakistan,139.0,Pakistan,PAK,2018,Ranked,49.35,59.14,46.0,42.89,66.98,57.08,59.61,52.9,44.75,45.96,40.53,52.77,49.52,51.23,27.01,43.81,12.1,163.3275,43.976,309.087,73.7971,45.343,71.67,34.875,42.0,71.4136,103.232,29.152,0.35,4.0,4.1821,0.307,0.353,0.4376,71.8929,37.3,0.5,2.326,12.3854,67.0275,0.442,51.565,644.132,17.473,412.0,58.282,10.547,59.929,19.0,0.495,1.701,0.26,3.769,57.801,32.0,13.7,49.1,0.617,1.982,1.795,9.7,0.12,61.0,0.0812,0.2107,0.4516
2018,77,Portugal,5.41,1.188,1.429,0.884,0.562,0.055,0.017,2.463,2018Portugal,21.0,Portugal,PRT,2018,Ranked,87.78,95.78,88.15,79.42,98.05,97.93,97.92,89.22,88.33,88.36,83.67,92.23,97.5,80.95,69.12,70.12,2.5,31.4971,3.57,8.011,3.673,0.293,1.087,5.596,95.0,100.0,11.117,6.409,0.98,2.0,0.6392,3.317,0.0094,0.0243,98.1513,52.7,0.8989,3.807,70.4236,112.0725,3.392,90.165,219.074,24.3839,68.6,8.161,17.0,13.4509,39.0,0.974,3.959,0.962,4.868,12.24,63.0,2.1404,76.7,2.817,3.41,2.243,2.2,0.54,37.2,2.2331,0.5875,3.0064
2018,78,Serbia,5.398,0.975,1.369,0.685,0.28800000000000003,0.134,0.043,2.8789999999999996,2018Serbia,52.0,Serbia,SRB,2018,Ranked,75.19,87.56,74.62,63.38,96.16,96.71,83.67,73.71,90.9,72.68,64.72,70.2,77.54,65.45,41.51,69.02,4.1,14.8343,8.347,12.552,6.0092,0.256,5.302,5.185,67.0,100.0,51.588,6.914,0.85,4.0,1.3892,2.65,0.0073,0.0903,99.1686,88.6,0.8146,0.651,67.0568,102.7161,2.729,80.508,438.058,18.8974,72.1,24.726,8.554,41.4277,28.0,0.521,3.739,0.71,4.764,27.258,41.0,3.4989,52.0,2.552,1.963,1.676,7.3,0.15,6.6,1.0721,0.9172,2.9019
2018,79,Greece,5.358,1.1540000000000001,1.202,0.879,0.131,0.0,0.044000000000000004,3.102,2018Greece,27.0,Greece,GRC,2018,Ranked,85.63,93.85,85.14,77.89,98.21,99.37,96.39,81.45,90.47,82.8,81.74,85.56,91.49,70.42,67.27,82.38,2.5,17.8994,3.15,9.18,4.6514,0.094,0.245,1.804,95.0,100.0,19.283,9.674,0.95,3.0,0.7913,3.6,0.0037,0.1066,98.4833,69.2,0.8764,2.65,69.0879,118.1225,3.291,90.882,260.083,23.8837,95.8,16.218,17.0,24.4688,35.0,0.927,3.29,0.971,4.836,26.758,48.0,2.0923,61.5,3.583,3.195,2.952,5.1,0.27,28.8,1.5917,0.8497,5.9299
2018,81,Montenegro,5.347,1.0170000000000001,1.2790000000000001,0.7290000000000001,0.259,0.111,0.081,2.888,2018Montenegro,55.0,Montenegro,MNE,2018,Ranked,74.64,85.83,78.08,60.01,96.93,94.77,83.49,68.12,91.08,77.78,68.52,74.95,76.55,67.72,33.7,62.06,2.5,9.7366,9.674,7.223,3.0674,0.111,13.033,3.489,57.0,100.0,39.754,7.568,0.78,4.0,4.4638,3.11,0.0058,0.0975,94.5782,91.1,0.7416,2.222,69.8816,165.9185,3.186,80.717,418.034,19.8841,4.68,20.782,7.7305,30.7826,25.0,0.646,3.823,0.695,4.28,13.39,46.0,1.7533,40.9,1.744,2.011,1.503,8.2,0.1,0.2,0.7825,0.913,2.8423
2018,82,Croatia,5.321000000000001,1.115,1.161,0.737,0.38,0.12,0.039,2.884,2018Croatia,40.0,Croatia,HRV,2018,Ranked,81.25,91.09,83.17,69.48,97.2,97.78,93.25,76.13,97.11,78.06,74.15,83.38,86.81,74.07,47.83,69.22,2.5,8.8542,7.995,5.889,4.8152,0.176,4.584,2.425,87.0,100.0,25.88,7.147,0.95,4.0,1.0455,3.605,0.0021,0.0248,98.4069,95.7,0.7697,1.91,72.6973,104.8887,3.114,87.225,313.373,20.8901,25.5,17.902,17.0,29.9466,37.0,0.716,3.578,0.81,4.879,7.539,49.0,1.4879,58.6,2.157,2.022,1.992,5.5,0.32,5.8,1.6538,0.808,3.2327
